CountryCode,DisplayName,region,Level,ProjYear,PovertyLine,variable,value
AGO,Angola,SSA,National,2018,1.9,HeadCount,0.4851991
AGO,Angola,SSA,National,2018,3.2,HeadCount,0.7069809
AGO,Angola,SSA,National,2018,5.5,HeadCount,0.878951
AGO,Angola,SSA,National,2018,2.87782,HeadCount,0.6673337
AGO,Angola,SSA,National,2019,1.9,HeadCount,0.4999609
AGO,Angola,SSA,National,2019,3.2,HeadCount,0.7162786
AGO,Angola,SSA,National,2019,5.5,HeadCount,0.8862176
AGO,Angola,SSA,National,2019,2.913124,HeadCount,0.6832918
AGO,Angola,SSA,National,2020,1.9,HeadCount,0.506939
AGO,Angola,SSA,National,2020,3.2,HeadCount,0.7226469
AGO,Angola,SSA,National,2020,5.5,HeadCount,0.8891278
AGO,Angola,SSA,National,2020,2.879717,HeadCount,0.6845909
AGO,Angola,SSA,National,2021,1.9,HeadCount,0.5070279
AGO,Angola,SSA,National,2021,3.2,HeadCount,0.722863
AGO,Angola,SSA,National,2021,5.5,HeadCount,0.8892569
AGO,Angola,SSA,National,2021,2.947928,HeadCount,0.693132
AGO,Angola,SSA,National,2022,1.9,HeadCount,0.5059141
AGO,Angola,SSA,National,2022,3.2,HeadCount,0.7217998
AGO,Angola,SSA,National,2022,5.5,HeadCount,0.8886583
AGO,Angola,SSA,National,2023,1.9,HeadCount,0.5018836
AGO,Angola,SSA,National,2023,3.2,HeadCount,0.7180665
AGO,Angola,SSA,National,2023,5.5,HeadCount,0.8868579
AGO,Angola,SSA,National,2024,1.9,HeadCount,0.499236
AGO,Angola,SSA,National,2024,3.2,HeadCount,0.7152488
AGO,Angola,SSA,National,2024,5.5,HeadCount,0.885194
ALB,Albania,ECA,National,2018,1.9,HeadCount,0.01218212
ALB,Albania,ECA,National,2018,3.2,HeadCount,0.07716005
ALB,Albania,ECA,National,2018,5.5,HeadCount,0.3290977
ALB,Albania,ECA,National,2018,2.87782,HeadCount,0.05386275
ALB,Albania,ECA,National,2019,1.9,HeadCount,0.01094077
ALB,Albania,ECA,National,2019,3.2,HeadCount,0.07088697
ALB,Albania,ECA,National,2019,5.5,HeadCount,0.3122051
ALB,Albania,ECA,National,2019,2.913124,HeadCount,0.05162163
ALB,Albania,ECA,National,2020,1.9,HeadCount,0.008610372
ALB,Albania,ECA,National,2020,3.2,HeadCount,0.06338911
ALB,Albania,ECA,National,2020,5.5,HeadCount,0.2934541
ALB,Albania,ECA,National,2020,2.879717,HeadCount,0.04226106
ALB,Albania,ECA,National,2021,1.9,HeadCount,0.007169419
ALB,Albania,ECA,National,2021,3.2,HeadCount,0.05535503
ALB,Albania,ECA,National,2021,5.5,HeadCount,0.2743679
ALB,Albania,ECA,National,2021,2.947928,HeadCount,0.03980245
ALB,Albania,ECA,National,2022,1.9,HeadCount,0.006406087
ALB,Albania,ECA,National,2022,3.2,HeadCount,0.04934603
ALB,Albania,ECA,National,2022,5.5,HeadCount,0.2549158
ALB,Albania,ECA,National,2023,1.9,HeadCount,0.004284755
ALB,Albania,ECA,National,2023,3.2,HeadCount,0.04208732
ALB,Albania,ECA,National,2023,5.5,HeadCount,0.2337363
ALB,Albania,ECA,National,2024,1.9,HeadCount,0.004104623
ALB,Albania,ECA,National,2024,3.2,HeadCount,0.03717771
ALB,Albania,ECA,National,2024,5.5,HeadCount,0.2129063
ARE,United Arab Emirates,OHI,National,2018,1.9,HeadCount,0
ARE,United Arab Emirates,OHI,National,2018,3.2,HeadCount,0
ARE,United Arab Emirates,OHI,National,2018,5.5,HeadCount,0
ARE,United Arab Emirates,OHI,National,2018,2.87782,HeadCount,0
ARE,United Arab Emirates,OHI,National,2019,1.9,HeadCount,0
ARE,United Arab Emirates,OHI,National,2019,3.2,HeadCount,0
ARE,United Arab Emirates,OHI,National,2019,5.5,HeadCount,0
ARE,United Arab Emirates,OHI,National,2019,2.913124,HeadCount,0
ARE,United Arab Emirates,OHI,National,2020,1.9,HeadCount,0
ARE,United Arab Emirates,OHI,National,2020,3.2,HeadCount,0
ARE,United Arab Emirates,OHI,National,2020,5.5,HeadCount,0
ARE,United Arab Emirates,OHI,National,2020,2.879717,HeadCount,0
ARE,United Arab Emirates,OHI,National,2021,1.9,HeadCount,0
ARE,United Arab Emirates,OHI,National,2021,3.2,HeadCount,0
ARE,United Arab Emirates,OHI,National,2021,5.5,HeadCount,0
ARE,United Arab Emirates,OHI,National,2021,2.947928,HeadCount,0
ARE,United Arab Emirates,OHI,National,2022,1.9,HeadCount,0
ARE,United Arab Emirates,OHI,National,2022,3.2,HeadCount,0
ARE,United Arab Emirates,OHI,National,2022,5.5,HeadCount,0
ARE,United Arab Emirates,OHI,National,2023,1.9,HeadCount,0
ARE,United Arab Emirates,OHI,National,2023,3.2,HeadCount,0
ARE,United Arab Emirates,OHI,National,2023,5.5,HeadCount,0
ARE,United Arab Emirates,OHI,National,2024,1.9,HeadCount,0
ARE,United Arab Emirates,OHI,National,2024,3.2,HeadCount,0
ARE,United Arab Emirates,OHI,National,2024,5.5,HeadCount,0
ARM,Armenia,ECA,National,2018,1.9,HeadCount,0.01836389
ARM,Armenia,ECA,National,2018,3.2,HeadCount,0.1121512
ARM,Armenia,ECA,National,2018,5.5,HeadCount,0.4646668
ARM,Armenia,ECA,National,2018,2.87782,HeadCount,0.07919393
ARM,Armenia,ECA,National,2019,1.9,HeadCount,0.01409537
ARM,Armenia,ECA,National,2019,3.2,HeadCount,0.09525429
ARM,Armenia,ECA,National,2019,5.5,HeadCount,0.4274026
ARM,Armenia,ECA,National,2019,2.913124,HeadCount,0.070041
ARM,Armenia,ECA,National,2020,1.9,HeadCount,0.01188275
ARM,Armenia,ECA,National,2020,3.2,HeadCount,0.08398168
ARM,Armenia,ECA,National,2020,5.5,HeadCount,0.3929235
ARM,Armenia,ECA,National,2020,2.879717,HeadCount,0.06215954
ARM,Armenia,ECA,National,2021,1.9,HeadCount,0.01058352
ARM,Armenia,ECA,National,2021,3.2,HeadCount,0.07417969
ARM,Armenia,ECA,National,2021,5.5,HeadCount,0.3616893
ARM,Armenia,ECA,National,2021,2.947928,HeadCount,0.05934678
ARM,Armenia,ECA,National,2022,1.9,HeadCount,0.009627249
ARM,Armenia,ECA,National,2022,3.2,HeadCount,0.06590701
ARM,Armenia,ECA,National,2022,5.5,HeadCount,0.3319616
ARM,Armenia,ECA,National,2023,1.9,HeadCount,0.007791018
ARM,Armenia,ECA,National,2023,3.2,HeadCount,0.0601325
ARM,Armenia,ECA,National,2023,5.5,HeadCount,0.3002002
ARM,Armenia,ECA,National,2024,1.9,HeadCount,0.005204765
ARM,Armenia,ECA,National,2024,3.2,HeadCount,0.05021367
ARM,Armenia,ECA,National,2024,5.5,HeadCount,0.2732021
AUS,Australia,OHI,National,2018,1.9,HeadCount,0.004984838
AUS,Australia,OHI,National,2018,3.2,HeadCount,0.007444149
AUS,Australia,OHI,National,2018,5.5,HeadCount,0.007444149
AUS,Australia,OHI,National,2018,2.87782,HeadCount,0.004984838
AUS,Australia,OHI,National,2019,1.9,HeadCount,0.004984838
AUS,Australia,OHI,National,2019,3.2,HeadCount,0.007444149
AUS,Australia,OHI,National,2019,5.5,HeadCount,0.007444149
AUS,Australia,OHI,National,2019,2.913124,HeadCount,0.004984838
AUS,Australia,OHI,National,2020,1.9,HeadCount,0.004984838
AUS,Australia,OHI,National,2020,3.2,HeadCount,0.007444149
AUS,Australia,OHI,National,2020,5.5,HeadCount,0.007444149
AUS,Australia,OHI,National,2020,2.879717,HeadCount,0.004984838
AUS,Australia,OHI,National,2021,1.9,HeadCount,0.004984838
AUS,Australia,OHI,National,2021,3.2,HeadCount,0.007444149
AUS,Australia,OHI,National,2021,5.5,HeadCount,0.007444149
AUS,Australia,OHI,National,2021,2.947928,HeadCount,0.004984838
AUS,Australia,OHI,National,2022,1.9,HeadCount,0.004984838
AUS,Australia,OHI,National,2022,3.2,HeadCount,0.004984838
AUS,Australia,OHI,National,2022,5.5,HeadCount,0.007444149
AUS,Australia,OHI,National,2023,1.9,HeadCount,0.004984838
AUS,Australia,OHI,National,2023,3.2,HeadCount,0.004984838
AUS,Australia,OHI,National,2023,5.5,HeadCount,0.007444149
AUS,Australia,OHI,National,2024,1.9,HeadCount,0.004984838
AUS,Australia,OHI,National,2024,3.2,HeadCount,0.004984838
AUS,Australia,OHI,National,2024,5.5,HeadCount,0.007444149
AUT,Austria,OHI,National,2018,1.9,HeadCount,0.003180896
AUT,Austria,OHI,National,2018,3.2,HeadCount,0.003982924
AUT,Austria,OHI,National,2018,5.5,HeadCount,0.00682883
AUT,Austria,OHI,National,2018,2.87782,HeadCount,0.003928304
AUT,Austria,OHI,National,2019,1.9,HeadCount,0.003180896
AUT,Austria,OHI,National,2019,3.2,HeadCount,0.003982924
AUT,Austria,OHI,National,2019,5.5,HeadCount,0.00682883
AUT,Austria,OHI,National,2019,2.913124,HeadCount,0.003928304
AUT,Austria,OHI,National,2020,1.9,HeadCount,0.003180896
AUT,Austria,OHI,National,2020,3.2,HeadCount,0.003982924
AUT,Austria,OHI,National,2020,5.5,HeadCount,0.00682883
AUT,Austria,OHI,National,2020,2.879717,HeadCount,0.003928304
