svy,CountryName,Beta2018,Beta2020,Beta2020high,Beta2020low,GQ2018,GQ2020,GQ2020high,GQ2020low,type,2018,2020,CountryCode,poorBeta2018,poorGQ2018,poorBeta2020,poorGQ2020,poorBeta2020high,poorGQ2020high,poorBeta2020low,poorGQ2020low
CHE_3,Switzerland,0.000856329839527986,0.00085964055394716,0.000853247008153576,0.0008662832008565,0,0,0,0,3,8544.034,8670.535,CHE,7.31651126414166,0,7.45354351041824,0,7.39810804784086,0,7.51113881293831,0
CHL_3,Chile,0.000365332478081861,0.000369733953511644,0.000349848850831225,0.000391431505928421,0,0,0,0,3,18197.209,18472.639,CHL,6.64803145814355,0,6.82996184926338,0,6.46263152597008,0,7.23077290224208,0
CHN_1,China,0.00654654803713267,0.00435583283410948,0.0040238610230016,0.00472536265772983,0,0,0,0,1,578023.833,549472.347,CHN,3784.06078934205,0,2393.4096904978,0,2211.00036031051,0,2596.45610996897,0
CHN_2,China,0.00124694546276274,0.000936022185180466,0.000885709691425343,0.000990832437519548,0,0,0,0,2,837022.095,875075.919,CHN,1043.72090359241,0,819.090473901185,0,775.063222191238,0,867.053605837429,0
CIV_3,Cote d'Ivoire,0,0,0,0,0,0,0,0,3,24905.843,26171.75,CIV,0,0,0,0,0,0,0,0
CMR_3,Cameroon,0.222924424905058,0.222096875716959,0.216115267333335,0.228215172769209,0.209782504533594,0.208904329447383,0.202569219928776,0.215406495552328,3,24678.234,25958.184,CMR,5501.38112212244,5177.0617359861,5765.23156568596,5422.77702219179,5609.95987464789,5258.32908364764,5924.05144633492,5591.56144634252
COD_3,"Congo, Democratic Republic of",0.676880580318441,0.677911097595541,0.668169615620457,0.687666287427178,0.694159838641914,0.695166178647977,0.685622775874644,0.704654454905904,3,84004.989,89505.201,COD,56861.3457039643,58312.8896093558,60676.5690504195,62220.9885482891,59804.6557482017,61366.804364838,61549.7092770934,63070.2386218984
COG_3,"Congo, Republic of",0.384010451549369,0.39865763452462,0.390141195383642,0.40732893428731,0.381425641970387,0.396648611681686,0.387792248561941,0.405679461410779,3,5399.895,5686.917,COG,2073.61611726918,2059.65841694768,2267.13287895785,2255.70773279898,2218.70059642755,2205.34233081513,2316.44584099039,2307.0654256478
COL_2,Colombia,0.0507874715983207,0.0493940059437421,0.0473120881645005,0.0515587732895469,0.0354525139958542,0.0337686916320209,0.0312327387648443,0.0363801458663779,2,39956.413,40891.996,COL,2029.28519040827,1416.55529110663,2019.81949347548,1380.86920314183,1934.6857199744,1277.16902864106,2108.34115112106,1487.65677924734
COL_3,Colombia,0.0438834127781932,0.0424674401913078,0.0403639980006461,0.0446698306238754,0.0263138560289312,0.0245050505891707,0.021782493186816,0.0273107087894369,3,49464.683,50220.412,COL,2170.67910203148,1301.60654697872,2132.73234299284,1230.653736669,2027.09660955962,1093.92578222909,2243.33729790124,1371.55504741754
COM_3,Comoros,0.19631828879856,0.200300905276406,0.194695692056059,0.206047219676951,0.182353254618584,0.186462113806013,0.180682466469766,0.192410201626841,3,832.347,869.601,COM,163.404938726615,151.781184422014,174.181867529268,162.147640627822,169.307568507641,157.121653524575,179.178868278296,167.320103744903
CPV_3,Cabo Verde,0.0204870945209498,0.0124302333332433,0.00841056776310603,0.0165470196728537,0.00454088479929183,0,0,0.000863389072665605,3,553.335,567.348,CPV,11.3362264467497,2.51263049041614,7.05226802114894,0,4.77171879926268,0,9.38791851735421,0.489842063598686
CRI_3,Costa Rica,0,0,0,0,0,0,0,0,3,4953.199,5044.179,CRI,0,0,0,0,0,0,0,0
CYP_3,Cyprus,0.0003186933482559,0.000317343279541505,0.000313689857927862,0.000321155042441724,0,0,0,0,3,1189.085,1207.343,CYP,0.378953480010867,0,0.383142187151479,0,0.378731254140199,0,0.387744292406718,0
CZE_3,Czech Republic,0.00106646567223984,0.00105369085507706,0.00104337471304251,0.00106443653816655,0,0,0,0,3,10625.25,10633.424,CZE,11.3314643839663,0,11.2043416269569,0,11.0946457146593,0,11.3186050314171,0
DEU_3,Germany,0.00245020822269311,0.00245098791144523,0.00243389335503048,0.00246873762044449,0,0,0,0,3,82293.457,82540.45,DEU,201.636105015242,0,202.305645155249,0,200.894652776225,0,203.770714123417,0
DJI_3,Djibouti,0.16691125702055,0.148318485642378,0.142563329891324,0.154284841333812,0.167724169909514,0.150890113082847,0.145672601438607,0.15629351326669,3,971.408,999.899,DJI,162.138930359819,162.928600443461,148.303505475328,150.874873181425,142.548930995005,145.657888505862,154.269258564837,156.27772762185
DNK_3,Denmark,0.00168630953372406,0.00168212859193841,0.00167313707624042,0.00169144911556148,0,0,0,0,3,5754.356,5796.8,DNK,9.70362538324223,0,9.75096302174856,0,9.69884100355048,0,9.80499223308681,0
DOM_3,Dominican Republic,0.00415776917918959,0.00363334519483653,0.00344620214357865,0.00383642259847441,0,0,0,0,3,10882.996,11108.358,DOM,45.2489853460436,0,40.3604991618239,0,38.281647151239,0,42.616355663144,0
DZA_3,Algeria,0.0040693193838081,0.00432105476360835,0.00406017691126004,0.00460824473311633,0,0,0,0,3,42008.054,43333.255,DZA,170.944188418257,0,187.245367940406,0,175.940681440744,0,199.690244122537,0
ECU_2,Ecuador,0.145583298177023,0.151755013515231,0.147485884422486,0.156137630098402,0.118867020549047,0.125970452552029,0.121055437112149,0.131022400198145,2,10762.37,11123.641,ECU,1566.82132080145,1279.29085594644,1688.06829029358,1401.2500907963,1640.58003088323,1346.57722353362,1736.81894380542,1457.4461427625
ECU_3,Ecuador,0.0280910917134755,0.0309919840631818,0.0289729539946276,0.0331203660590732,0.0155986339968047,0.0191368052679379,0.0166861446428328,0.0216677030237918,3,16863.425,17335.642,ECU,473.712018278315,263.046394507566,537.265940589025,331.748805148686,502.264758133335,289.265029888367,574.162808909044,375.623542582772
EGY_3,"Egypt, Arab Republic of",0.0291201836514643,0.0248730192890437,0.0221935045049617,0.0278995660784682,0.0178630987052981,0.00974361787066907,0.00412653642925806,0.0156142853385526,3,99375.741,102941.484,EGY,2893.83982842035,1775.15867039514,2560.46551717478,1003.02248313559,2284.63228890145,424.791783807886,2872.02273507358,1607.35770435005
ESP_3,Spain,0.00613343779292399,0.00614041156766236,0.00606984853022281,0.00621397806965051,0,0,0,0,3,46397.452,46459.219,ESP,284.575885592177,0,285.278725772159,0,282.00042216245,0,288.69656799909,0
EST_3,Estonia,0.000311532414152889,0.000297809675079976,0.000291184596659719,0.000304796690175411,0,0,0,0,3,1306.788,1300.559,EST,0.407106820426026,0,0.387319053212339,0,0.378702747847167,0,0.396406078577843,0
ETH_1,Ethiopia,0.0738787268713386,0.0539778613248587,0.0494862419017078,0.0588982971573396,0.0912550234552068,0.0681741550659027,0.0623964216782088,0.074219998141948,1,85207.113,88295.647,ETH,6294.99302882229,7775.57709536546,4766.01018935468,6019.4811302222,4369.4197463098,5509.33242256228,5200.46325470556,6553.3027562821
ETH_3,Ethiopia,0.251518131995928,0.213520527780851,0.203716033136261,0.223659627045384,0.241444500487593,0.207661317484833,0.199101684414843,0.216576009767183,3,107534.882,112759.07,ETH,27046.9726450426,25963.7058694823,24076.3761384779,23415.6970345645,22970.830440534,22450.5207700512,25219.6515421843,24420.9094456585
FIN_3,Finland,0.000824503737629604,0.000825735370599676,0.000819953687387639,0.000831740389230179,0,0,0,0,3,5542.517,5580.127,FIN,4.56982598237562,0,4.60770823633826,0,4.57544570974133,0,4.64121700293383,0
FJI_3,Fiji,0.0028560360071197,0.00258662346293137,0.00222790281395866,0.00301404228577599,0,0,0,0,3,912.241,924.915,FJI,2.60539314317088,0,2.39240684021717,0,2.06062073117257,0,2.7877329207485,0
FRA_3,France,0.00125504257494149,0.00125604846218533,0.00124674953888636,0.00126570953433653,0,0,0,0,3,65233.271,65721.165,FRA,81.8705324076961,0,82.5489682312784,0,81.9378321588245,0,83.1839051482041,0
FSM_2,"Micronesia, Federated States of",0.384319440122442,0.38209106938605,0.377049070757775,0.387235227689173,0.389036982791144,0.38657369667518,0.380992350925356,0.392256897108368,2,24.117,24.716,FSM,9.26863193743292,9.38240491397402,9.44376287094561,9.55455548702375,9.31914483284917,9.4166069454711,9.57090588756559,9.69502146893041
FSM_3,"Micronesia, Federated States of",0.167804447563905,0.165158309511887,0.159233340779881,0.171291998664253,0.167788523956976,0.165241051584268,0.15953648132664,0.171146288411118,3,106.227,107.774,FSM,17.825363051371,17.8236715343777,17.7997716493341,17.8086890934429,17.1612140692109,17.1938847384974,18.4608238640412,18.4451200872199
GAB_3,Gabon,0.0287408634847299,0.0280762315669614,0.025801562477079,0.0304989615324269,0.0186120187597768,0.0177938237533584,0.0149396744989818,0.0207458366831262,3,2067.561,2151.289,GAB,59.4234884473517,38.4814841189829,60.4000881314568,38.2796573085386,55.5066175397529,32.13955741324,65.6120804561332,44.6302902522058
GBR_3,United Kingdom,0.00127266006195178,0.00127884136490412,0.00126523991672303,0.00129301977783034,0,0,0,0,3,66573.504,67334.208,GBR,84.7254397249869,0,86.1097704634582,0,85.1939277225314,0,87.0644626685418,0
GEO_3,Georgia,0.0421674093421619,0.0370921623672065,0.0348760093843266,0.0394603245672939,0.045483226082554,0.0390816378746297,0.0361558654572323,0.0421161542012918,3,3907.131,3898.529,GEO,164.75359223045,177.708922607155,144.604870661263,152.360898621742,135.965133989069,140.954690005118,153.837219675008,164.191048522208
GHA_3,Ghana,0.135706679613773,0.124223910469188,0.119944365805562,0.12864523043809,0.134186518178642,0.123411547198729,0.119393652740192,0.127560611995655,3,29463.643,30733.755,GHA,3998.4131608556,3953.62366702852,3817.86722950197,3792.90025577669,3686.34075229853,3669.41527187215,3953.7509942028,3920.41659672452
GIN_3,Guinea,0.244626977817452,0.217838613739336,0.208199532391191,0.227795262363622,0.242221516693047,0.216937540886283,0.207916236573734,0.226296310755767,3,13052.608,13750.826,GIN,3193.0200476759,3161.6225065598,2995.46087361081,2983.07037759516,2862.91554319263,2859.01999170026,3132.37301638652,3111.76119364448
GMB_3,"Gambia, The",0.0980878897571293,0.0851695444122081,0.079222665233645,0.0914464815993101,0.102455256799383,0.0895109758162673,0.0834069725384481,0.0958477628111831,3,2163.765,2293.493,GMB,212.239142780335,221.689098728518,195.335753922588,205.292796457778,181.696628154708,191.293307668123,209.731865422647,219.826173073109
GNB_3,Guinea-Bissau,0.570658004929772,0.568545655207259,0.559571567032896,0.577589310410208,0.590839460225885,0.588551107499657,0.578807192712936,0.598333888277028,3,1907.268,2000.694,GNB,1088.3977517464,1126.8891956261,1137.48588109923,1177.51066946792,1119.53147673331,1158.01607761762,1155.57946780184,1197.08302027252
GRC_3,Greece,0.00831079300739182,0.00831875489942678,0.00818560253711234,0.00845827599841979,0,0,0,0,3,11142.161,11102.572,GRC,92.6001937260339,0,92.3595752212386,0,90.8812415316724,0,93.9086182683276,0
GTM_3,Guatemala,0.0834623085870384,0.0817734014848637,0.0779206314877987,0.0857914675986931,0.0853900381112989,0.0835686654066989,0.0793796988638485,0.0878880891597521,3,17245.346,17910.812,GTM,1439.33638954225,1472.58075218254,1464.62802059591,1496.78265519029,1395.62178149924,1421.754862967,1536.59484736428,1574.14704197956
GUY_3,Guyana,0.0633542563942985,0.0431158568972033,0.0421421106970211,0.0441328049131179,0.0705500875866736,0.0420109132390563,0.0404632754764971,0.0436051342398741,3,782.225,790.782,GUY,49.5572832080301,55.1860422624857,34.0952435488843,33.2214739930075,33.3252225812118,31.9976299078553,34.8994277348052,34.4821552644761
HND_2,Honduras,0.379309602371481,0.377735898735462,0.370608032890783,0.384993465018858,0.384944099970657,0.383300509746289,0.375849004969912,0.390875548043267,2,5376.802,5672.054,HND,2039.47262865018,2069.76820661043,2142.53841536607,2174.10118950848,2102.1087753903,2131.83585203561,2183.70372323407,2217.06721578101
HND_3,Honduras,0.180137645629648,0.17924811786069,0.175236154196511,0.183361945376588,0.166030741277086,0.165124144637024,0.161042455338226,0.169321733266544,3,9417.167,9719.265,HND,1696.38629188121,1563.53921774012,1742.15995823927,1604.88531962556,1703.16662021675,1565.21429968289,1782.14333803059,1645.68279587686
HRV_3,Croatia,0.00602838499536552,0.00592727409999725,0.00582936760216166,0.00602990924294627,0,0,0,0,3,4164.783,4115.947,HRV,25.1069153461534,0,24.3963460500614,0,23.9933680940145,0,24.818786858777,0
HTI_3,Haiti,0.229026092511614,0.241448191014138,0.233364306687959,0.249759340516697,0.225506393270594,0.237282903953306,0.229610085227072,0.245207551280416,3,11112.945,11371.185,HTI,2545.15436964648,2506.04014556449,2745.5520479371,2698.18779819028,2653.62870374552,2610.9387569828,2840.05966649335,2788.3004290066
HUN_3,Hungary,0.00604471616299774,0.00586487283633448,0.00579807199846075,0.00593452745267102,0,0,0,0,3,9688.847,9621.254,HUN,58.5663300617122,0,56.4274312360745,0,55.7847234074785,0,57.0975959921208,0
IDN_1,Indonesia,0.0488714965624857,0.0343384442905237,0.0305097446350203,0.0385120232576498,0.0555161180913103,0.0387535166465549,0.03389084652612,0.0438006040078945,1,119191.974,118034.441,IDN,5825.09014761688,6617.07570412039,4053.1190766416,4574.2496741603,3601.20065304737,4000.28712472736,4545.74513699569,5169.97980953418
IDN_2,Indonesia,0.0503034233421656,0.0329910723645443,0.0279010586871918,0.0382470282469649,0.0398786715286505,0.0229911201632646,0.0180126737199514,0.0281198728099648,2,147603.006,154188.546,IDN,7424.9364973942,5886.21179291543,5086.84547886986,3544.96738888504,4302.02367083878,2777.34797045172,5897.25367422044,4335.76230227341
IND_1,India,0.138799398608524,0.106335552020718,0.0971502910025926,0.116165687085003,0.151478974513251,0.120047303759912,0.110733749764868,0.129771874977735,1,893272.09,900099.113,IND,123985.628885779,135311.940154508,95712.5360542134,108054.471632338,87444.8907591255,99671.3499425218,104560.631906247,116807.549559806
IND_2,India,0.080537054366784,0.0606641414502788,0.0549269937004554,0.0667440754493193,0.0785314886178092,0.0574905348920935,0.0511266667493541,0.0640691126567452,2,460779.764,483098.64,IND,37109.8449043819,36185.7207918828,29306.7642313973,27773.5992192429,26535.1559559786,24699.2231743462,32243.9720776235,30951.7011904804
IRL_3,Ireland,0.000999707497217468,0.000983418406541279,0.000975117847070654,0.000992045853647515,0,0,0,0,3,4803.748,4887.992,IRL,4.80234289034342,0,4.80694130382652,0,4.76636823553858,0,4.84911219626223,0
IRN_3,"Iran, Islamic Republic of",0.000566302911917608,0.00097652928819066,0.000856173278106277,0.00111795211245117,0,0,0,0,3,82011.735,83587.129,IRN,46.4434843419152,0,81.6252795842708,0,71.5650662434223,0,93.4464074392784,0
IRQ_3,Iraq,0.00879445898091684,0.00989568012013424,0.00877447715182711,0.0111814043525002,0,0,0,0,3,39339.753,41502.885,IRQ,345.9718440779,0,410.699274022717,0,364.166116167408,0,464.060538980315,0
ISL_3,Iceland,0.00112486603794541,0.00113079107020247,0.00112446900831213,0.00113734889016264,0,0,0,0,3,337.78,343.228,ISL,0.379957250297201,0,0.388119157443452,0,0.385949248784955,0,0.390369984872743,0
ISR_3,Israel,0.00221856872752889,0.00224936568692216,0.0021813472638446,0.00232157877197723,0,0,0,0,3,8452.841,8713.559,ISR,18.7532087013741,0,19.5999806255718,0,19.0072980829984,0,20.2292136027711,0
ITA_3,Italy,0.00969157626487877,0.00973469778270347,0.00965327759562575,0.00981933125066023,0,0,0,0,3,59290.969,59132.073,ITA,574.622947882063,0,575.63285991976,0,570.818315473806,0,580.637412325222,0
JAM_3,Jamaica,0.000890454939914714,0.000750273899481582,0.00030375318964344,0.00167716946788104,0,0,0,0,3,2898.677,2913.16,JAM,2.58114125386717,0,2.18566791301377,0,0.884881641941684,0,4.88586300705234,0
JOR_3,Jordan,0.00058004456825227,0.000621055611866768,0.000542533330565687,0.000714128243215975,0,0,0,0,3,9903.802,10208.662,JOR,5.74464655514597,0,6.34014682475102,0,5.53853939547937,0,7.29029385964568,0
JPN_3,Japan,0.00403150715017656,0.00403159286688299,0.00400579713807337,0.00405836352986538,0,0,0,0,3,127185.332,126495.647,JPN,512.74857535558,0,509.978948136948,0,506.715900731339,0,513.365320471526,0
KAZ_3,Kazakhstan,0.000109278447726528,0.000101010407640694,9.41493173631659e-05,0.000108630339712685,0,0,0,0,3,18403.86,18777.139,KAZ,2.01114525297633,0,1.89668646471598,0,1.76785481888328,0,2.03976698840231,0
KEN_3,Kenya,0.338919715764948,0.322535364583224,0.313176206202285,0.332090407848634,0.340888555173439,0.323473776459491,0.313545229168607,0.333624921406897,3,50950.879,53491.697,KEN,17268.2574286543,17368.5715271267,17252.9639940704,17303.1612378168,16752.3267297822,16772.0663944827,17764.0794732455,17846.1632075465
KGZ_3,Kyrgyz Republic,0.00654142954768005,0.00583793391916092,0.00507747402111873,0.00673654905377028,0,0,0,0,3,6132.932,6301.718,KGZ,40.1181425987125,0,36.7890132611869,0,31.9968094334163,0,42.4518324300272,0
KIR_3,Kiribati,0.104727027728942,0.104215023417383,0.0985690827562228,0.110143337251653,0.113124520496748,0.11266986004054,0.107633005373197,0.117915608417113,3,118.414,122.439,KIR,12.4011462614949,13.3955269701019,12.759983252201,13.7951849935036,12.0686999235892,13.1784775448889,13.4858400697552,14.4374691789829
KOR_3,"Korea, Republic of",0.00505637215557325,0.00500530347998913,0.00496793190920295,0.00504410897036928,0,0,0,0,3,51164.435,51506.975,KOR,258.706424489638,0,257.808041211213,0,255.883144649019,0,259.806794634086,0
LAO_3,Lao People's Democratic Republic,0.101029605742313,0.0830655943740195,0.0764073350577093,0.0900972285058506,0.101839839926609,0.0836346117411146,0.0766834819189765,0.0908425890670871,3,6961.21,7164.822,LAO,703.288301789444,708.928512095511,595.150198014051,599.227106164196,547.444955182847,549.423498289685,645.530604937746,650.870980684826
LBN_3,Lebanon,0.000855741703983974,0.00107355192351839,0.00103029353051319,0.00112019571535394,0,0,0,0,3,6093.509,6019.795,LBN,5.21446977490168,0,6.4625625014364,0,6.20215584351566,0,6.74334856630905,0
LBR_3,Liberia,0.427460940966828,0.452812392041022,0.440660798734643,0.465158513199583,0.429488963096988,0.456705673840545,0.44365385333165,0.469970420326863,3,4853.516,5103.853,LBR,2074.68851635756,2084.53155421464,2311.08788555575,2330.95862354809,2249.0679396042,2264.3440502883,2374.10067306923,2398.65993969652
LBY_3,Libya,0.0940309045924221,0.0470839575518546,0.0437988661905905,0.0506062247944762,0.102086468157133,0.0493969744665656,0.0450667174793239,0.0538886308238437,3,6470.956,6662.173,LBY,608.469846257761,660.597043640208,313.681470735112,329.091189572843,291.795623765565,300.24226838938,337.14742445769,359.015381281579
LCA_3,St. Lucia,0.0481968658814324,0.0481824891940941,0.0467429856550523,0.0496810347648801,0.0432068279328706,0.0431896843624377,0.0414648595802565,0.0449682186044526,3,179.667,181.203,LCA,8.65938630231931,7.76284115421506,8.73081158943743,7.82610037552681,8.46996922965244,7.51355695052122,9.00235254250056,8.14837611578262
LKA_3,Sri Lanka,0.00354260721024895,0.00291581216408109,0.00253957583200953,0.00335906996901047,0,0,0,0,3,20950.041,21084.042,LKA,74.2177663016111,0,61.4771061315966,0,53.5445235042739,0,70.8227723075554,0
LSO_3,Lesotho,0.278319777358547,0.280914493323253,0.274160638937198,0.287824067219512,0.27196098516025,0.274751299326318,0.267493107404303,0.282192412688784,3,2263.01,2322.217,LSO,629.840439360164,615.450429027497,652.344411941646,638.032138067665,636.660496470822,621.177041397098,668.389941906294,655.31201801691
LTU_3,Lithuania,0.007129898045945,0.00689679525888471,0.00680147842373194,0.00699635041740178,0,0,0,0,3,2876.475,2852.478,LTU,20.5089734817097,0,19.6729567464729,0,19.40106757117,0,19.9569356459294,0
LUX_3,Luxembourg,0.00312328543235621,0.00313267972093543,0.00311511835601746,0.00315088586825359,0,0,0,0,3,590.321,603.944,LUX,1.84374097971395,0,1.89196312138063,0,1.88135704040661,0,1.90295861481655,0
LVA_3,Latvia,0.00450519586256028,0.00436511044224951,0.00428685776529098,0.00444721066608237,0,0,0,0,3,1929.938,1892.993,LVA,8.69474869259787,0,8.26312351140523,0,8.11499174169147,0,8.41853866041926,0
MAR_3,Morocco,0.00290434283492397,0.00273489087296853,0.00239939487012154,0.00312669908062397,0,0,0,0,3,36191.805,37070.718,MAR,105.113409534715,0,101.38436831259,0,88.9472906009224,0,115.90897988867,0
MDA_3,Moldova,0.000575092486993402,0.000474164720929815,0.000447552310562712,0.000503333394932307,0,0,0,0,3,4041.065,4017.687,MDA,2.32398612095199,0,1.90504543513834,0,1.79812509996777,0,2.0222360374854,0
MDG_3,Madagascar,0.743162661969599,0.734812834401106,0.725839320349524,0.743734751837611,0.761675171650402,0.753814115385997,0.745308364559314,0.762211893136535,3,26262.81,27690.798,MDG,19517.5397904018,20003.7303147719,20347.5537652085,20873.7143987023,20099.0700002559,20638.1833707223,20594.6087787154,21106.2555660414
MDV_3,Maldives,0.00107879361926799,0.00098666330270946,0.000951650860872401,0.00102413738396972,0,0,0,0,3,444.259,458.909,MDV,0.479263774502376,0,0.452788669583096,0,0.436721144912093,0,0.469985862740161,0
MEX_3,Mexico,0.0122665767463571,0.0133926444047509,0.0125012730369399,0.0143643176769072,0,0,0,0,3,130759.074,133870.027,MEX,1603.96621650359,0,1792.87366806541,0,1673.54575898952,0,1922.95159524414,0
MKD_3,North Macedonia,0.0304445736334741,0.0287824554928948,0.0280049313109316,0.0296001443805477,0.0439352039922394,0.0417809564376727,0.0407493755372329,0.0428491099973719,,,,,,,,,,,,
