svy,CountryName,Beta2018,Beta2020,Beta2020high,Beta2020low,GQ2018,GQ2020,GQ2020high,GQ2020low,type,2018,2020,CountryCode,poorBeta2018,poorGQ2018,poorBeta2020,poorGQ2020,poorBeta2020high,poorGQ2020high,poorBeta2020low,poorGQ2020low
BIH_3,Bosnia and Herzegovina,0.000981354384486762,0.000980272596737764,0.000940542673110318,0.00102302045666554,0,0,0,0,3,3503.554,3498.21,BIH,3.43822807918613,0,3.42919940063401,0,3.29021578450125,0,3.57874039171196,0
BLR_3,Belarus,0.000358400693787733,0.000358286997436568,0.000350240933676052,0.000366788157753729,0,0,0,0,3,9452.113,9415.431,BLR,3.38764385696005,0,3.37342650256118,0,3.29766934440245,0,3.45346859094735,0
BLZ_3,Belize,0.142642331809276,0.142649902284768,0.138497216357742,0.146946930506108,0.148746551013916,0.148754325777657,0.144479003781387,0.153156577259723,3,382.444,398.007,BLZ,54.5527039464669,56.8872259559662,56.7756596586537,59.2052629397879,55.1228615908957,57.5036548580184,58.4859069699447,60.9573898454106
BOL_3,Bolivia,0.041084339035739,0.041048785574634,0.0393775543061276,0.0427992708114643,0.0414196200900877,0.0413805936334739,0.0395335892696463,0.0432896977394571,3,11215.674,11543.982,BOL,460.788553130323,464.548956134275,473.866441795435,477.696828054137,454.573778113959,456.37504292419,494.074011860669,499.735491489733
BRA_3,Brazil,0.0393538122830263,0.0393389632598122,0.0374422708939039,0.0413017904067513,0.0252884235517635,0.0252730966521747,0.0233108979215624,0.027294762386855,3,210867.954,213863.046,BRA,8298.45787822182,5332.51813424579,8413.15050922554,5404.98143188649,8007.51810252744,4985.3396345004,8832.92670164142,5837.34102389905
BTN_3,Bhutan,0.00233113698091811,0.00225297506389377,0.000703942795039965,0.00492660620237114,0,0,0,0,3,817.054,835.245,BTN,1.90466479480706,0,1.88178615724195,0,0.587964699843156,0,4.11492319749948,0
BWA_3,Botswana,0.20277761786869,0.202650159932481,0.197148656304591,0.208258976223598,0.179649807054336,0.179486462007216,0.172433544307501,0.186671406742511,3,2333.201,2415.766,BWA,473.120940788845,419.159109468985,489.555366259449,433.597292377325,476.265020846316,416.559093597554,503.104953955778,450.954437580729
CAF_3,Central African Republic,0.64890597565433,0.648726151671348,0.640600097067674,0.656866810634696,0.652102656587088,0.651922027350062,0.64375792411133,0.660097510120288,3,4737.423,4920.889,CAF,3074.14209390226,3089.28612367677,3192.30938377187,3208.03593324462,3152.32197105925,3167.86128742228,3232.36866291736,3248.26657647831
CAN_3,Canada,0.00389252771247686,0.00389237552155045,0.00386365723566325,0.00392219961516103,0,0,0,0,3,36953.765,37603.205,CAN,143.843554342858,0,146.365794673844,0,145.285895082378,0,147.487276179821,0
CHE_3,Switzerland,0.000860063797288849,0.000860028380818671,0.000853656730365132,0.000866647032085178,0,0,0,0,3,8544.034,8670.535,CHE,7.34841432620503,0,7.45690617688161,0,7.40166055861644,0,7.51429342434066,0
CHL_3,Chile,0.000373703821601765,0.000373428765061286,0.00035331597004648,0.000395374945964988,0,0,0,0,3,18197.209,18472.639,CHL,6.80036654578604,0,6.89821476919295,0,6.52667836760344,0,7.30361864645572,0
CHN_1,China,0.00988598952191509,0.00983853292477279,0.00894718465724852,0.0108392465943546,0,0,0,0,1,578023.833,549472.347,CHN,5714.3375564552,0,5406.00177721168,0,4916.23055266073,0,5955.86626591178,0
CHN_2,China,0.00167974991130462,0.00167381014817524,0.00156133531779281,0.00179816778143508,0,0,0,0,2,837022.095,875075.919,CHN,1405.98778983626,0,1464.71095364597,0,1366.2869380847,0,1573.53332385549,0
CIV_3,Cote d'Ivoire,0,0,0,0,0,0,0,0,3,24905.843,26171.75,CIV,0,0,0,0,0,0,0,0
CMR_3,Cameroon,0.246286993591932,0.246196113790439,0.239909465840503,0.252624301381448,0.234733888627941,0.234636268716408,0.227893484043875,0.241551107968518,3,24678.234,25958.184,CMR,6077.92805901819,5792.81783129028,6390.80402185714,6090.73143641395,6227.6140576295,5915.70099121196,6557.66809813109,6270.22810605065
COD_3,"Congo, Democratic Republic of",0.752384149947497,0.752283658404487,0.743429987947654,0.761082201016436,0.765847045641123,0.765754360406936,0.757560678231605,0.773842982316744,3,84004.989,89505.201,COD,63204.0222401138,64334.9726447651,67333.300054509,68538.9979448492,66540.8505006823,67805.6207748162,68120.8153794985,69262.9716746996
COG_3,"Congo, Republic of",0.374688523087094,0.374683900415468,0.366512925951886,0.383009229351513,0.371760444012436,0.371755655939078,0.363300177137508,0.380386642142609,3,5399.895,5686.917,COG,2023.27868237539,2007.46736282053,2130.79624289903,2114.14355960609,2084.32858931552,2066.0579534663,2178.14169755602,2163.22726177372
COL_2,Colombia,0.123024370103035,0.122948197723465,0.119127807942637,0.126885866809551,0.115802968801681,0.115721614955408,0.111637135058225,0.119923117938421,2,39956.413,40891.996,COL,4915.61254090174,4627.0712480661,5027.59720951515,4732.08781587009,4871.37384587908,4565.06528025241,5188.61635803271,4903.89565904542
COL_3,Colombia,0.0438834127781932,0.0438398990270659,0.0416746824871628,0.0461063230412211,0.0263138560289312,0.0262585407930222,0.0234841355036633,0.0291181318805087,3,49464.683,50220.412,COL,2170.67910203148,1301.60654697872,2201.65779117765,1318.71473714438,2092.9197244745,1179.3829604578,2315.47853893522,1462.32457970948
COM_3,Comoros,0.198376997709961,0.198361836247968,0.192824237261128,0.204038049683914,0.184475816366067,0.184460173637094,0.178757783675966,0.190327874992539,3,832.347,869.601,COM,165.118498912893,153.547892324847,172.495651163069,160.406751454991,167.680149546514,155.447947442403,177.431692043181,165.509310421387
CPV_3,Cabo Verde,0.0361993785120115,0.0360514011689275,0.0315891705806128,0.0406328689699568,0.0193669748859434,0.0192262265029167,0.0149916796801799,0.0235933011256404,3,553.335,567.348,CPV,20.0303831089439,10.7164250485135,20.4536903503887,10.9079611539768,17.9220527505695,8.50549948319073,23.0529769443671,13.3856122070298
CRI_3,Costa Rica,0,0,0,0,0,0,0,0,3,4953.199,5044.179,CRI,0,0,0,0,0,0,0,0
CYP_3,Cyprus,0.000324034687612663,0.00032396784364326,0.000320090307558524,0.000328015869824748,0,0,0,0,3,1189.085,1207.343,CYP,0.385304786519904,0,0.391140308247784,0,0.386458792198631,0,0.396027664321821,0
CZE_3,Czech Republic,0.00108241427244063,0.0010821677331368,0.00107085642123635,0.00109396301665174,0,0,0,0,3,10625.25,10633.424,CZE,11.5009222482498,0,11.5071483455624,0,11.3868703701287,0,11.6325725963771,0
DEU_3,Germany,0.0024739928146907,0.00247381915913667,0.00245611502787074,0.0024922051283549,0,0,0,0,3,82293.457,82540.45,DEU,203.593421314058,0,204.190146613762,0,202.728839652213,0,205.707732786721,0
DJI_3,Djibouti,0.178214008708686,0.178037163883501,0.171359212730086,0.184946128799884,0.17796853719907,0.177808078913419,0.171753282321488,0.184082281443934,3,971.408,999.899,DJI,173.118513771687,172.880060783474,178.019182129949,177.790120297448,171.3419054496,171.735935239974,184.927449240875,184.063689133508
DNK_3,Denmark,0.00169257588755238,0.00169248064289169,0.00168318459425877,0.00170211973450601,0,0,0,0,3,5754.356,5796.8,DNK,9.73968421399234,0,9.81097179071453,0,9.75708445599923,0,9.86684767698446,0
DOM_3,Dominican Republic,0.00415776917918959,0.0041484253081682,0.00392031570166799,0.00439691197020231,0,0,0,0,3,10882.996,11108.358,DOM,45.2489853460436,0,46.0821934593927,0,43.5482702871493,0,48.8424722594926,0
DZA_3,Algeria,0.00460854686997882,0.00460828040957251,0.0043264648373355,0.00491863346311576,0,0,0,0,3,42008.054,43333.255,DZA,193.596085775601,0,199.69179009951,0,187.479804044793,0,213.140398108728,0
ECU_2,Ecuador,0.201406204428447,0.201435385024934,0.196471288636359,0.206524379838652,0.183506736100805,0.183540708523045,0.177763492587177,0.189467412898838,2,10762.37,11123.641,ECU,2167.60809235459,1974.96739140922,2240.69490771414,2041.64095049599,2185.47608159824,1977.37727444591,2297.30305907281,2107.56748228545
ECU_3,Ecuador,0.0280910917134755,0.0281022286347439,0.0262355609737732,0.0300733354435354,0.0155986339968047,0.0156124376408767,0.0132721265738914,0.0180282128315352,3,16863.425,17335.642,ECU,473.712018278315,263.046394507566,487.170175014069,270.651629689563,454.810292710504,230.080834863668,521.340576995041,312.5306435473
EGY_3,"Egypt, Arab Republic of",0.0291201836514643,0.0290242822955785,0.0258699854779462,0.0325774576144305,0.0178630987052981,0.0176886469547622,0.0117276830113056,0.0239230881179462,3,99375.741,102941.484,EGY,2893.83982842035,1775.15867039514,2987.80269154178,1820.8955674753,2663.09469615823,1207.26509306538,3353.57183177657,2462.67819272415
ESP_3,Spain,0.00621324074322613,0.00621213490491675,0.00613942674837922,0.00628795086955504,0,0,0,0,3,46397.452,46459.219,ESP,288.278539148279,0,288.610936005072,0,285.232971837408,0,292.133286509898,0
EST_3,Estonia,0.000328246338319033,0.000328004006271425,0.000319935474676349,0.000336539634350808,0,0,0,0,3,1306.788,1300.559,EST,0.428948375959253,0,0.426588562392359,0,0.416094961009598,0,0.437689650311652,0
ETH_1,Ethiopia,0.732624233675377,0.732008878136226,0.719412184712082,0.74433999511918,0.732107540353816,0.731451578359433,0.718003383153539,0.744576391053592,1,85207.113,88295.647,ETH,62424.7958653163,62380.7699190797,64633.1975047822,64583.9903604173,63520.9643088368,63396.5732637306,65721.9814570249,65742.8541890019
ETH_3,Ethiopia,0.319900785124699,0.319289991940153,0.307080725489458,0.331800425508525,0.305212139530636,0.30462408760214,0.292940879323196,0.316736904153513,3,107534.882,112759.07,ETH,34400.4931800919,32820.9514093945,36002.8425514792,34349.1288176159,34626.1370211166,33031.7411174658,37413.5074059455,35714.9587470293
FIN_3,Finland,0.000829869711594548,0.000829802081960242,0.000823922033086236,0.000835909434398736,0,0,0,0,3,5542.517,5580.127,FIN,4.59956698429788,0,4.63040100220256,0,4.5975895827194,0,4.66448080444311,0
FJI_3,Fiji,0.0100612914449887,0.0100265253129073,0.00857182088369068,0.0117262063596466,0,0,0,0,3,912.241,924.915,FJI,9.17832256906795,0,9.27368365978768,0,7.92820571263877,0,10.8457441551325,0
FRA_3,France,0.00126230080397359,0.00126220201471554,0.00125274387560914,0.001272029134031,0,0,0,0,3,65233.271,65721.165,FRA,82.3440104291269,0,82.9533868724522,0,82.3317869516477,0,83.5992366024582,0
FSM_2,"Micronesia, Federated States of",0.41685784107241,0.416813145918817,0.411416302644205,0.422313899283943,0.424748528231433,0.424699820551633,0.418811236745774,0.430686921910015,2,24.117,24.716,FSM,10.0533605531433,10.2436602553575,10.3019537145295,10.4968807647542,10.1685653361542,10.3513385274086,10.4379103347019,10.6448579619279
FSM_3,"Micronesia, Federated States of",0.172928955021575,0.172877741217942,0.166740474923391,0.179227943715426,0.17272253715581,0.172673219934475,0.166764216961826,0.178790088167646,3,106.227,107.774,FSM,18.3697241050769,18.3477969544502,18.6317256820224,18.6096836052181,17.9702879443936,17.9728467188438,19.3161124059864,19.2689229621799
GAB_3,Gabon,0.0275800405196094,0.0275519880193143,0.0252993242525666,0.0299532132520561,0.0171785561330153,0.0171436549380678,0.0142971761469937,0.0200879790419644,3,2067.561,2151.289,GAB,57.0234161567641,35.5177126969333,59.2722887540827,36.8809562880609,54.4261579719797,30.7573577760899,64.4380181838024,43.2150483452086
GBR_3,United Kingdom,0.00128493755856153,0.00128483867859518,0.00127111421405939,0.00129914404449156,0,0,0,0,3,66573.504,67334.208,GBR,85.5427956946464,0,86.5135948309729,0,85.5894688812312,0,87.4768353137562,0
GEO_3,Georgia,0.0421674093421619,0.0420549832843674,0.0395217658250817,0.0447584940893983,0.045483226082554,0.0453453666396162,0.0421937259128334,0.0486171212040604,3,3907.131,3898.529,GEO,164.75359223045,177.708922607155,163.952571928621,176.780226860176,154.07675020029,164.493464089233,174.492287203848,189.535256910544
GHA_3,Ghana,0.145788751762061,0.145623381579493,0.140759969368955,0.150643735164014,0.143653610445625,0.14349820709675,0.138929933481991,0.148218405453951,3,29463.643,30733.755,GHA,4295.46773533299,4232.55869383096,4475.55333173565,4410.23873985078,4326.08241239296,4269.83853780181,4629.8476488157,4555.3081597124
GIN_3,Guinea,0.355637129764178,0.355277750004339,0.342978026468792,0.367853149871477,0.351132532168827,0.350768838307263,0.338363005018539,0.36353510573758,3,13052.608,13750.826,GIN,4641.99204505695,4583.19529844709,4885.36252198116,4823.3612617853,4716.23116379575,4652.77080684706,5058.28465743461,4998.90798388906
GMB_3,"Gambia, The",0.109631902038932,0.109432353733574,0.102376216569742,0.116830939633401,0.113755284310649,0.113561601038918,0.106677318564525,0.120711062844213,3,2163.765,2293.493,GMB,237.217672515269,246.139702756432,250.982337261476,260.452737051552,234.799136069188,244.663683386508,267.950942232627,276.849977655762
GNB_3,Guinea-Bissau,0.630028770217729,0.629851425614105,0.621097327212749,0.63863848411567,0.65424185363867,0.654055343398112,0.644825961033545,0.663273993009075,3,1907.268,2000.694,GNB,1201.63371251563,1247.81455170572,1260.13996811759,1308.56460120454,1242.62569597058,1290.09943128405,1277.72018333932,1327.0082981693
GRC_3,Greece,0.00842400754243156,0.0084213079956532,0.00828458497137306,0.00856459947157708,0,0,0,0,3,11142.161,11102.572,GRC,93.8616483029868,0,93.4981783559154,0,91.9802011347873,0,95.0890822843464,0
GTM_3,Guatemala,0.093243031099088,0.0931912968366221,0.0889717506419364,0.0975822723640493,0.0957836731714872,0.0957293173089377,0.0912748960712745,0.100322251660338,3,17245.346,17910.812,GTM,1608.00833339253,1651.82258499321,1669.13179767693,1714.58980520873,1593.5562990586,1634.80750385214,1747.77773484528,1796.85298890501
GUY_3,Guyana,0.122365054810121,0.121496848874686,0.117497412063044,0.125675795381636,0.135838877937414,0.13496828882968,0.130936805039611,0.139144636584013,3,782.225,790.782,GUY,95.7170049988466,106.256566294594,96.0775211468223,106.730493377312,92.9148385060382,103.542468562834,99.3821568234811,110.033074007179
HND_2,Honduras,0.508102271863318,0.507977172498104,0.500103727873209,0.515950877679115,0.51716592595411,0.517039969120946,0.509102072487702,0.525057835175726,2,5376.802,5672.054,HND,2731.96531155923,2780.69878500191,2881.27395317656,2932.67862501234,2836.61535009814,2887.65444666216,2926.50123954334,2978.15639423982
HND_3,Honduras,0.180137645629648,0.180073176221605,0.176040844154587,0.184208048155136,0.166030741277086,0.165965015329015,0.161860170352177,0.1701865775223,3,9417.167,9719.265,HND,1696.38629188121,1563.53921774012,1750.17891908947,1613.05796471176,1710.98761516213,1573.16188859796,1790.36683515253,1654.08844638228
HRV_3,Croatia,0.00621127916799181,0.00620788932663739,0.00609868179985172,0.00632252906751224,0,0,0,0,3,4164.783,4115.947,HRV,25.8686298871065,0,25.5513434503052,0,25.1018510580543,0,26.0231945478398,0
HTI_3,Haiti,0.246567629296345,0.246574814015843,0.238526401937476,0.254843438575887,0.242159874678388,0.242166728986422,0.234505741059131,0.25007366399087,3,11112.945,11371.185,HTI,2740.09250315067,2691.10936850782,2803.84782651475,2753.72267614947,2712.3278438154,2666.60816514548,2897.87188608255,2843.63389686802
HUN_3,Hungary,0.00621003967567382,0.00620710208532101,0.00612751765748577,0.00629027598693898,0,0,0,0,3,9688.847,9621.254,HUN,60.1681242815333,0,59.7201057668031,0,58.9544037721556,0,60.5203430004406,0
IDN_1,Indonesia,0.0488714965624857,0.0486925149918239,0.0437507326032666,0.0540011008921727,0.0555161180913103,0.0553213258595319,0.0498465933174088,0.0610104733545243,1,119191.974,118034.441,IDN,5825.09014761688,6617.07570412039,5747.39378794406,6529.82177320869,5164.09326616704,5883.61477797469,6373.9897571922,7201.33711754667
IDN_2,Indonesia,0.0503034233421656,0.0501047945005288,0.0444962256226845,0.0558790326223051,0.0398786715286505,0.0396847894032086,0.0342133023153963,0.045325244999472,2,147603.006,154188.546,IDN,7424.9364973942,5886.21179291543,7725.58541166533,6118.93997639694,6860.80833124966,5275.29933786939,8615.90679191978,6988.63362356236
IND_1,India,0.251310886976307,0.250584661883532,0.235572034206747,0.266092038162914,0.254616206681454,0.253951685209985,0.24024098205529,0.268172462372147,1,893272.09,900099.113,IND,224489.00124908,227441.551090214,225551.031892772,228581.686602363,212038.179037099,216240.694854216,239509.207526801,241381.795512195
IND_2,India,0.146829520077384,0.146405944923079,0.137650341542953,0.15545459980785,0.144219877430865,0.143807542425728,0.13527829250636,0.152613055416759,2,460779.764,483098.64,IND,67656.0716094904,66453.6010867027,70728.5128802546,69473.2281676117,66498.6927949361,65352.7591313447,75099.9057489167,73727.1595180807
IRL_3,Ireland,0.00104439847266308,0.00104407302541584,0.00103384661889115,0.0010547235664378,0,0,0,0,3,4803.748,4887.992,IRL,5.01702707425835,0,5.1034205956484,0,5.05343400236698,0,5.15548035495945,0
IRN_3,"Iran, Islamic Republic of",0.000511728954933874,0.000513976679965934,0.000458494662129731,0.000578146006951723,0,0,0,0,3,82011.735,83587.129,IRN,41.9677794438638,0,42.9618350513043,0,38.3242524692492,0,48.3255648639085,0
IRQ_3,Iraq,0.0194542359186409,0.0194503318924085,0.0172681832661659,0.0219109711880461,0.0106345050710593,0.0106272711660592,0.00642443672208409,0.015014419820849,3,39339.753,41502.885,IRQ,765.324835843062,418.358802772719,807.244887742461,441.062413068771,716.679424254608,266.632658466433,909.36851745579,623.141739166416
ISL_3,Iceland,0.00115149355568793,0.00115149136507144,0.00114469056216987,0.00115854628949066,0,0,0,0,3,337.78,343.228,ISL,0.388951493240269,0,0.39522407825074,0,0.392889852272441,0,0.397645525849302,0
ISR_3,Israel,0.00231960805947943,0.00231882771457079,0.00224776812386536,0.00239428409393483,0,0,0,0,3,8452.841,8713.559,ISR,19.6072781090982,0,20.2052421017477,0,19.5860601656202,0,20.8627357152627,0
ITA_3,Italy,0.00974019133456513,0.00973965476386071,0.00965852072479466,0.00982397427584696,0,0,0,0,3,59290.969,59132.073,ITA,577.505382471769,0,575.92597649141,0,571.128352570571,0,580.911964029505,0
JAM_3,Jamaica,0.00269002872770424,0.00267826995682104,0.00133513010219678,0.00465625162449403,0,0,0.000101969442499537,0,3,2898.677,2913.16,JAM,7.79752440233555,0,7.80222890741278,0,3.88944760851556,0.297053301111951,13.564405982411,0
JOR_3,Jordan,0.000274289331150371,0.000274086860615029,0.000244068241318481,0.000309006603962655,0,0,0,0,3,9903.802,10208.662,JOR,2.71650722642571,0,2.79806011865994,0,2.49161018055481,0,3.15454397562261,0
JPN_3,Japan,0.00410396281292536,0.00410372975082851,0.00407600966971263,0.00413250870465231,0,0,0,0,3,127185.332,126495.647,JPN,521.963872877566,0,519.103949944202,0,515.597480348556,0,522.744362328126,0
KAZ_3,Kazakhstan,0.000119292552798061,0.000119091791573616,0.000110495487775254,0.000128688657996035,0,0,0,0,3,18403.86,18777.139,KAZ,2.19544344073812,0,2.23620312413682,0,2.07478913282874,0,2.416404818915,0
KEN_3,Kenya,0.362509910803303,0.362239825854273,0.352317822952931,0.372354432052388,0.366022402730324,0.365734331691006,0.355156104155774,0.376526202060546,3,50950.879,53491.697,KEN,18470.1986016399,18649.163152802,19376.8230059295,19563.7500533128,18846.0782330978,18997.9027112011,19917.8704559534,20141.0255131835
KGZ_3,Kyrgyz Republic,0.00654142954768005,0.00652885215743504,0.00566230629613495,0.00755436767776193,0,0,0,0,3,6132.932,6301.718,KGZ,40.1181425987125,0,41.1429851598472,0,35.682257507867,0,47.6054947735706,0
KIR_3,Kiribati,0.121128478097632,0.121098837541113,0.11482744482732,0.127660627743871,0.127548568909635,0.127522696850548,0.122035077493746,0.133238251306703,3,118.414,122.439,KIR,14.343307605453,15.1035362388656,14.8272205696964,15.6137514796842,14.0593575172122,14.9418528532568,15.6306396003319,16.3135582517414
KOR_3,"Korea, Republic of",0.00532791878381721,0.00532709391979451,0.00528018469304679,0.00537589099587933,0,0,0,0,3,51164.435,51506.975,KOR,272.599954299895,0,274.382493349508,0,271.966340980144,0,276.895883127482,0
LAO_3,Lao People's Democratic Republic,0.238465844742755,0.237981000264639,0.226887570946065,0.249374281871026,0.234703854993568,0.234230767364847,0.223431548799158,0.245373316405492,3,6961.21,7164.822,LAO,1660.01082308171,1633.82282241977,1705.09150627809,1678.22175509254,1625.60905984093,1600.84727633028,1786.72234098373,1758.05613559503
LBN_3,Lebanon,0.000689291776375555,0.000689034042666132,0.000669109840268258,0.000710215135911602,0,0,0,0,3,6093.509,6019.795,LBN,4.20020564297043,0,4.14784368487137,0,4.02790407089766,0,4.27534952408498,0
LBR_3,Liberia,0.408912215488393,0.409053301662343,0.397459228528771,0.420856401541656,0.409623678956596,0.409774552416855,0.397390260163135,0.422409343862033,3,4853.516,5103.853,LBR,1984.66198046837,1988.1150797947,2087.74792084925,2091.42907867642,2028.57347590425,2028.2214715044,2147.98920757758,2155.91519689827
LBY_3,Libya,0.0737529775765407,0.073812640118476,0.0686565865564347,0.0793033248406757,0.0807600448131395,0.0808250643120251,0.0751419670736696,0.0867425091116567,3,6470.956,6662.173,LBY,477.252272766781,522.594696543854,491.752578056028,538.470561182837,457.402057228442,500.608784205091,528.332469563779,577.893602155933
LCA_3,St. Lucia,0.0512093665205948,0.0511894819268632,0.049661393754319,0.0527794262675524,0.0467653627576552,0.0467420845689131,0.0449450153898113,0.0485951128559789,3,179.667,181.203,LCA,9.2006332546557,8.40219243057964,9.27568769359339,8.46980595014077,8.99879353246387,8.14417162367997,9.56379037795929,8.80558023484195
LKA_3,Sri Lanka,0.00492952372806314,0.00491519184334997,0.00424628891330637,0.00570428823560884,0,0,0,0,3,20950.041,21084.042,LKA,103.273724213396,0,103.632111263248,0,89.5289337922858,0,120.269452739683,0
LSO_3,Lesotho,0.275446150538648,0.275361954399589,0.268704948112378,0.282172721575477,0.268873402789124,0.268782980925277,0.261641751083095,0.27610518092423,3,2263.01,2322.217,LSO,623.337393130467,608.463199245815,639.450211659951,624.172407615353,623.991198490681,607.588922274931,655.26629097884,641.176144930323
LTU_3,Lithuania,0.00737415523905027,0.00737027449790283,0.00725667418020005,0.00748919085923841,0,0,0,0,3,2876.475,2852.478,LTU,21.2115731912471,0,21.0235458592289,0,20.6995034521887,0,21.3627521637787,0
LUX_3,Luxembourg,0.0031251463925566,0.00312503678338359,0.00310776156348384,0.00314294191188218,0,0,0,0,3,590.321,603.944,LUX,1.8448395436004,0,1.88734721510382,0,1.87691394969669,0,1.89816091002977,0
LVA_3,Latvia,0.00469453530642482,0.00469148196534969,0.00459945717457017,0.00478824005532286,0,0,0,0,3,1929.938,1892.993,LVA,9.0601620802109,0,8.8809425200332,0,8.7067402352611,0,9.06410490704579,0
MAR_3,Morocco,0.00461961930750612,0.00460687213356406,0.00401774846986376,0.00529385158699493,0,0,0,0,3,36191.805,37070.718,MAR,167.192361151497,0,170.780057725411,0,148.940820521251,0,196.246879315341,0
MDA_3,Moldova,0.000575092486993402,0.000573838649464911,0.000538248546988101,0.000613146394322224,0,0,0,0,3,4041.065,4017.687,MDA,2.32398612095199,0,2.30550408205273,0,2.16251419000298,0,2.46343029756527,0
MDG_3,Madagascar,0.759923287037198,0.7597441694405,0.751106165097119,0.768308108857433,0.777300618377734,0.777134707195775,0.769106135631534,0.78504162940082,3,26262.81,27690.798,MDG,19957.7209020334,20414.0984533369,21037.9223276547,21519.4801957474,20798.729094259,21297.1626423334,21275.0646441332,21738.429181329
MDV_3,Maldives,0.00128039509573627,0.00127816643771684,0.00122491187276417,0.00133558701343336,0,0,0,0,3,444.259,458.909,MDV,0.568827044836698,0,0.586562081766198,0,0.562123082618331,0,0.612912900747691,0
MEX_3,Mexico,0.0122665767463571,0.0122632793400759,0.0114647536903269,0.0131332745292015,0,0,0,0,3,130759.074,133870.027,MEX,1603.96621650359,0,1641.6855363645,0,1534.78688607241,0,1758.15181582262,0
