"","CountryName","PopTotal","BaseHC2030","RegionCode","PlusOneHC2030","MinusOneHC2030","r.base","r.minusone","r.plusone","pop2030","basepoorpop","plusonepop","minusonepop"
"18","Belgium",12131.74,0,"OHI",0,0,0.00325149034615385,0.00372859323076923,0.00309096330769231,12.13174,0,0,0
"19","Belize",479.9,0.09819464,"LAC",0.08448702,0.1229517,0.04353689255,0.0517243145458333,0.0361679764583333,0.4799,0.00047123607736,0.00040545320898,0.0005900452083
"20","Benin",15998.686,0.1820464,"SSA",0.1712934,0.1955704,0.164199427244091,0.192166619886364,0.140084737409091,15.998686,0.029125031910304,0.027404693204724,0.031288694204944
"21","Bermuda",61.619,0.00325149034615385,"OHI",0.00309096330769231,0.00372859323076923,0.00325149034615385,0.00372859323076923,0.00309096330769231,0.061619,2.00353583639654e-06,1.90462068056692e-06,2.29752186286769e-06
"22","Bhutan",863.642,0.0001650615,"SAS",1.412314e-05,0.0002434446,0.00122419084428571,0.00232403782857143,0.000685146312857143,0.863642,1.42554043983e-06,1.219733687588e-07,2.102489812332e-06
"23","Bolivia",13554.367,0.03125619,"LAC",0.02758661,0.03666827,0.04353689255,0.0517243145458333,0.0361679764583333,13.554367,0.0042365787028173,0.0037391903622587,0.0049701518883509
"24","Bonaire, Sint Eustatius and Saba",28.478,NA,NA,NA,NA,NA,NA,NA,0.028478,NA,NA,NA
"25","Bosnia and Herzegovina",3188.839,0.0007727088,"ECA",0.0007727088,0.0007727088,0.00379382341086667,0.00470116531666667,0.00317993536735833,3.188839,2.4640439570832e-05,2.4640439570832e-05,2.4640439570832e-05
"26","Botswana",2841.101,0.03372511,"SSA",0.02308258,0.04412851,0.164199427244091,0.192166619886364,0.140084737409091,2.841101,0.0009581644374611,0.0006557994112058,0.0012537355388951
"27","Brazil",229067.416,0.02140831,"LAC",0.01695035,0.02689463,0.04353689255,0.0517243145458333,0.0361679764583333,229.067416,0.0490394625262696,0.038827728747956,0.0616068339837608
"28","Brunei Darussalam",481.745,0.00325149034615385,"OHI",0.00309096330769231,0.00372859323076923,0.00325149034615385,0.00372859323076923,0.00309096330769231,0.481745,1.56638921680788e-05,1.48905611866423e-05,1.79623114595692e-05
"29","Bulgaria",6529.071,0.004927685,"ECA",0.004927685,0.004927685,0.00379382341086667,0.00470116531666667,0.00317993536735833,6.529071,0.00032173205230635,0.00032173205230635,0.00032173205230635
"30","Burkina Faso",27969.371,0.01347805,"SSA",0.006022929,0.03344331,0.164199427244091,0.192166619886364,0.140084737409091,27.969371,0.0037697258080655,0.00168457535707659,0.0093538834485801
"31","Burundi",16086.044,0.7285394,"SSA",0.6693876,0.7803589,0.164199427244091,0.192166619886364,0.140084737409091,16.086044,0.117193168441336,0.107677983866544,0.125528876011916
"32","Cabo Verde",624.874,0.01069129,"SSA",0.008623117,0.01668513,0.164199427244091,0.192166619886364,0.140084737409091,0.624874,6.68070914746e-05,5.388361612258e-05,0.0001042610392362
"33","Cambodia",19252.768,0.024508501570421,"EAP",0.0185460750283158,0.0326373675705263,0.024508501570421,0.0326373675705263,0.0185460750283158,19.252768,0.00471856494762952,0.00357063279830757,0.00628359665966067
"34","Cameroon",34489.154,0.05412861,"SSA",0.03866395,0.0709722,0.164199427244091,0.192166619886364,0.140084737409091,34.489154,0.0186684996609594,0.013334869257983,0.024477711355188
"35","Canada",41684.857,0.002473669,"OHI",0.002473669,0.002473669,0.00325149034615385,0.00372859323076923,0.00309096330769231,41.684857,0.00103114538530333,0.00103114538530333,0.00103114538530333
"36","Central African Republic",6073.179,0.5606706,"SSA",0.5031584,0.6162554,0.164199427244091,0.192166619886364,0.140084737409091,6.073179,0.034050529138374,0.030557710285536,0.037426293539166
"37","Central and Southern Asia",2279927.382,NA,NA,NA,NA,NA,NA,NA,2279.927382,NA,NA,NA
"38","Chad",22123.537,0.182223,"SSA",0.1555413,0.2209845,0.164199427244091,0.192166619886364,0.140084737409091,22.123537,0.04031417282751,0.034411237055781,0.048889587621765
"39","Chile",19896.529,0.008865503,"LAC",0.008132585,0.009406956,0.04353689255,0.0517243145458333,0.0361679764583333,19.896529,0.00176392737539087,0.00161810213297465,0.00187165772855724
"40","China",1492094.417,0.0005080663,"EAP",0.0004193982,0.0006384653,0.024508501570421,0.0326373675705263,0.0185460750283158,1492.094417,0.00758082889695847,0.00625781712719849,0.0095265050957823
"41","China, Taiwan Province of China",24514.878,0.00325149034615385,"OHI",0.00309096330769231,0.00372859323076923,0.00325149034615385,0.00372859323076923,0.00309096330769231,24.514878,0.000797098891541393,0.000757745883905534,0.000914060081639335
"42","Colombia",54708.103,0.02133866,"LAC",0.01714621,0.0254546,0.04353689255,0.0517243145458333,0.0361679764583333,54.708103,0.0116739760916198,0.0093803662273963,0.013925728786238
"43","Comoros",1086.043,0.09249595,"SSA",0.07853952,0.1194598,0.164199427244091,0.192166619886364,0.140084737409091,1.086043,0.0010045457902585,0.0008529729591936,0.001297384795714
"44","Congo, Republic of",7169.818,0.3513932,"SSA",0.3056369,0.4034433,0.164199427244091,0.192166619886364,0.140084737409091,7.169818,0.025194252904376,0.021913609470842,0.028926150343194
"45","Cook Islands",17.883,0.024508501570421,"EAP",0.0185460750283158,0.0326373675705263,0.024508501570421,0.0326373675705263,0.0185460750283158,0.017883,4.3828553358384e-06,3.31659459731371e-06,5.83654044263722e-06
"46","Costa Rica",5592.306,0.006381719,"LAC",0.005747053,0.007011616,0.04353689255,0.0517243145458333,0.0361679764583333,5.592306,0.00035688525454014,0.00032139278974218,0.00039211102226496
"47","Côte d'Ivoire",34437.067,NA,NA,NA,NA,NA,NA,NA,34.437067,NA,NA,NA
"48","Croatia",3951.604,0.004952592,"ECA",0.004952592,0.004952592,0.00379382341086667,0.00470116531666667,0.00317993536735833,3.951604,0.00019570682357568,0.00019570682357568,0.00019570682357568
"49","Cuba",11352.798,0.04353689255,"LAC",0.0361679764583333,0.0517243145458333,0.04353689255,0.0517243145458333,0.0361679764583333,11.352798,0.00494265546667855,0.00410607730800214,0.00587215694727308
"50","Curaçao",174.045,NA,NA,NA,NA,NA,NA,NA,0.174045,NA,NA,NA
"51","Cyprus",1302.96,0,"OHI",0,0,0.00325149034615385,0.00372859323076923,0.00309096330769231,1.30296,0,0,0
"52","Czech Republic",10936.451,0,"ECA",0,0,0.00379382341086667,0.00470116531666667,0.00317993536735833,10.936451,0,0,0
"53","Dem. People's Republic of Korea",27251.544,0.024508501570421,"EAP",0.0185460750283158,0.0326373675705263,0.024508501570421,0.0326373675705263,0.0185460750283158,27.251544,0.00667894508920398,0.00505409179661449,0.00889418658392371
"54","Congo, Democratic Republic of",122365.694,0.4341863,"SSA",0.3661659,0.4985047,0.164199427244091,0.192166619886364,0.140084737409091,122.365694,0.531295079247922,0.448061444726346,0.609998735777618
"55","Denmark",6123.29,0.002117451,"OHI",0.002117451,0.002117451,0.00325149034615385,0.00372859323076923,0.00309096330769231,6.12329,0.0001296576653379,0.0001296576653379,0.0001296576653379
"56","Djibouti",1141.839,0.03406326,"MNA",0.02866752,0.04264535,0.01737361157,0.02353631832,0.01247108618,1.141839,0.0003889475873514,0.0003273369236928,0.0004869412379865
"57","Dominica",75.079,0.00325149034615385,"OHI",0.00309096330769231,0.00372859323076923,0.00325149034615385,0.00372859323076923,0.00309096330769231,0.075079,2.44118643698885e-06,2.32066434178231e-06,2.79939051172923e-06
"58","Dominican Republic",12054.553,0.00195967,"LAC",0.001596853,0.002153306,0.04353689255,0.0517243145458333,0.0361679764583333,12.054553,0.0002362294587751,0.00019249349121709,0.00025957141302218
"59","Eastern and South-Eastern Asia",2475588.501,NA,NA,NA,NA,NA,NA,NA,2475.588501,NA,NA,NA
"60","Ecuador",20289.725,0.02191025,"LAC",0.01807213,0.02727752,0.04353689255,0.0517243145458333,0.0361679764583333,20.289725,0.0044455294718125,0.0036667854786425,0.00553453379482
"61","Egypt, Arab Republic of",123507.992,0.0002953394,"MNA",0,0.0002953394,0.01737361157,0.02353631832,0.01247108618,123.507992,0.000364767762524848,0,0.000364767762524848
"62","El Salvador",6960.064,0.005373511,"LAC",0.003728407,0.009367812,0.04353689255,0.0517243145458333,0.0361679764583333,6.960064,0.00037399980464704,0.00025949951338048,0.00065200571059968
"63","Equatorial Guinea",1912.255,0.164199427244091,"SSA",0.140084737409091,0.192166619886364,0.164199427244091,0.192166619886364,0.140084737409091,1.912255,0.00313991175744649,0.00267877739534221,0.00367471579710798
"64","Eritrea",4334.828,0.164199427244091,"SSA",0.140084737409091,0.192166619886364,0.164199427244091,0.192166619886364,0.140084737409091,4.334828,0.00711776274801648,0.00607243242093575,0.00833009244548766
"65","Estonia",1304.037,0.00469465,"ECA",0.00469465,0.00469465,0.00379382341086667,0.00470116531666667,0.00317993536735833,1.304037,6.12199730205e-05,6.12199730205e-05,6.12199730205e-05
"66","Eswatini",1331.317,NA,NA,NA,NA,NA,NA,NA,1.331317,NA,NA,NA
"67","Ethiopia",148259.644,0.007108674,"SSA",0.003983423,0.0109909,0.164199427244091,0.192166619886364,0.140084737409091,148.259644,0.0105392947655206,0.00590580875881412,0.016295069212396
"68","Europe and Northern America",1154119.164,NA,NA,NA,NA,NA,NA,NA,1154.119164,NA,NA,NA
"69","Faroe Islands",51.853,NA,NA,NA,NA,NA,NA,NA,0.051853,NA,NA,NA
"70","Fiji",987.804,0.0008744438,"EAP",0.0003736218,0.001903606,0.024508501570421,0.0326373675705263,0.0185460750283158,0.987804,8.637790834152e-06,3.690651085272e-06,1.880389621224e-05
"71","Finland",5688.404,0,"OHI",0,0,0.00325149034615385,0.00372859323076923,0.00309096330769231,5.688404,0,0,0
"72","France",67943.511,0,"OHI",0,0,0.00325149034615385,0.00372859323076923,0.00309096330769231,67.943511,0,0,0
"73","Gabon",2803.149,0.008625632,"SSA",0.005019218,0.01031394,0.164199427244091,0.192166619886364,0.140084737409091,2.803149,0.00024178931715168,0.00014069615917482,0.0002891151059706
"74","Gambia, The",3235.698,0.01238694,"SSA",0.006358175,0.01805891,0.164199427244091,0.192166619886364,0.140084737409091,3.235698,0.0004008039698412,0.0002057313413115,0.0005843317896918
"75","Georgia",3927.328,0.004773395,"ECA",0.003608631,0.008283656,0.00379382341086667,0.00470116531666667,0.00317993536735833,3.927328,0.0001874668783856,0.00014172277567968,0.00032532634151168
"76","Germany",84671.004,0,"OHI",0,0,0.00325149034615385,0.00372859323076923,0.00309096330769231,84.671004,0,0,0
"77","Ghana",38661.066,0.01530995,"SSA",0.01108789,0.02116761,0.164199427244091,0.192166619886364,0.140084737409091,38.661066,0.005918989874067,0.0042866964709074,0.0081836236727226
"78","Greece",10092.367,0.01249596,"OHI",0.009988616,0.01249596,0.00325149034615385,0.00372859323076923,0.00309096330769231,10.092367,0.0012611381433732,0.00100808778494072,0.0012611381433732
"79","Guatemala",21747.856,0.02518704,"LAC",0.01855788,0.03161252,0.04353689255,0.0517243145458333,0.0361679764583333,21.747856,0.0054776411898624,0.0040359410190528,0.0068750453275712
"80","Guinea",17393.424,0.03867177,"SSA",0.0277424,0.05381861,0.164199427244091,0.192166619886364,0.140084737409091,17.393424,0.0067263449244048,0.004825353259776,0.0093608990282064
"81","Guinea-Bissau",2515.039,0.2768323,"SSA",0.2247814,0.3348233,0.164199427244091,0.192166619886364,0.140084737409091,2.515039,0.006962440309597,0.005653339874746,0.008420936576087
"82","Guyana",841.425,0,"LAC",0,0,0.04353689255,0.0517243145458333,0.0361679764583333,0.841425,0,0,0
"83","Haiti",13037.013,0.1229983,"LAC",0.09357049,0.1561075,0.04353689255,0.0517243145458333,0.0361679764583333,13.037013,0.016035304360779,0.0121987969454637,0.020351755068975
"84","Holy See",0.804,0.00325149034615385,"OHI",0.00309096330769231,0.00372859323076923,0.00325149034615385,0.00372859323076923,0.00309096330769231,0.000804,2.61419823830769e-08,2.48513449938462e-08,2.99778895753846e-08
"85","Honduras",11745.573,0.06281013,"LAC",0.04842741,0.07739617,0.04353689255,0.0517243145458333,0.0361679764583333,11.745573,0.0073774096705449,0.0056880767935593,0.0090906236465541
"86","Hungary",9518.523,0.004902724,"ECA",0.002467752,0.004902724,0.00379382341086667,0.00470116531666667,0.00317993536735833,9.518523,0.00046666691156652,0.00023489354170296,0.00046666691156652
"87","Iceland",367.216,0,"OHI",0,0,0.00325149034615385,0.00372859323076923,0.00309096330769231,0.367216,0,0,0
"88","India",1539507.624,0.0004713939,"SAS",0.0002015993,0.0007045433,0.00122419084428571,0.00232403782857143,0.000685146312857143,1539.507624,0.00725714502957094,0.00310363659343063,0.0108464978178812
"89","Indonesia",306045.51,0.0005159971,"EAP",0.0001550603,0.001481105,0.024508501570421,0.0326373675705263,0.0185460750283158,306.04551,0.00157918595628021,0.00047455508594253,0.0045328553508855
"90","Iran, Islamic Republic of",94733.763,0.0002073454,"MNA",0.0001669596,0.0004500603,0.01737361157,0.02353631832,0.01247108618,94.733763,0.000196426099827402,0.000158167111769748,0.000426359057959089
"91","Iraq",51355.256,0.001320435,"MNA",0.0003870824,0.003269547,0.01737361157,0.02353631832,0.01247108618,51.355256,0.0006781127745636,0.000198787157450944,0.00167908423189032
"92","Ireland",5349.471,0.00229269,"OHI",0.00229269,0.00229269,0.00325149034615385,0.00372859323076923,0.00309096330769231,5.349471,0.0001226467866699,0.0001226467866699,0.0001226467866699
"93","Israel",10175.185,0.004834883,"OHI",0.004834883,0.004834883,0.00325149034615385,0.00372859323076923,0.00309096330769231,10.175185,0.00049195828978355,0.00049195828978355,0.00049195828978355
"94","Italy",60064.351,0.01748613,"OHI",0.01748613,0.01998616,0.00325149034615385,0.00372859323076923,0.00309096330769231,60.064351,0.0105029304995163,0.0105029304995163,0.0120045572938216
"95","Jamaica",3121.842,0.00876297,"LAC",0.005066503,0.01150518,0.04353689255,0.0517243145458333,0.0361679764583333,3.121842,0.0002735660779074,0.00015816821858526,0.0003591735414156
"96","Japan",122765.565,0.00220788,"OHI",0.00220788,0.00220788,0.00325149034615385,0.00372859323076923,0.00309096330769231,122.765565,0.002710516356522,0.002710516356522,0.002710516356522
"97","Jordan",10923.737,0.0004085488,"MNA",0.0003102085,0.0005150115,0.01737361157,0.02353631832,0.01247108618,10.923737,4.4628796428656e-05,3.3886360691645e-05,5.6258501779755e-05
"98","Kazakhstan",21059.39,0,"ECA",0,0,0.00379382341086667,0.00470116531666667,0.00317993536735833,21.05939,0,0,0
"99","Kenya",68070.096,0.05406014,"SSA",0.03890857,0.07409961,0.164199427244091,0.192166619886364,0.140084737409091,68.070096,0.0367987891957344,0.0264851009512272,0.0504396756626256
"100","Kiribati",142.181,0.05108511,"EAP",0.03599227,0.07274473,0.024508501570421,0.0326373675705263,0.0185460750283158,0.142181,7.26333202491e-05,5.11741694087e-05,0.0001034291845613
"101","Kuwait",4828.892,0.00325149034615385,"OHI",0.00309096330769231,0.00372859323076923,0.00325149034615385,0.00372859323076923,0.00309096330769231,4.828892,0.000157010957206195,0.000149259279888089,0.000180049740233157
"102","Kyrgyz Republic",7612.847,0.002295693,"ECA",0.001306489,0.003549252,0.00379382341086667,0.00470116531666667,0.00317993536735833,7.612847,0.00017476759567971,9.946100864183e-05,0.00027019912440444
"103","Land-locked Developing Countries (LLDC)",674001.419,NA,NA,NA,NA,NA,NA,NA,674.001419,NA,NA,NA
"104","Lao People's Democratic Republic",8434.697,0.001118205,"EAP",0.0006296632,0.00327839,0.024508501570421,0.0326373675705263,0.0185460750283158,8.434697,9.431720358885e-05,5.3110183040504e-05,0.0002765222629783
"105","Latvia",1750.519,0.004549141,"ECA",0.004549141,0.004549141,0.00379382341086667,0.00470116531666667,0.00317993536735833,1.750519,7.963357754179e-05,7.963357754179e-05,7.963357754179e-05
"106","Lebanon",6355.68,0,"MNA",0,0,0.01737361157,0.02353631832,0.01247108618,6.35568,0,0,0
"107","Lesotho",2381.794,0.4120746,"SSA",0.3690574,0.4643899,0.164199427244091,0.192166619886364,0.140084737409091,2.381794,0.009814768098324,0.008790187009756,0.011060810774806
"108","Liberia",6512.644,0.1015605,"SSA",0.07089045,0.1479841,0.164199427244091,0.192166619886364,0.140084737409091,6.512644,0.00661427380962,0.004616842638498,0.009637677609604
"109","Libya",7784.855,0.01737361157,"MNA",0.01247108618,0.02353631832,0.01737361157,0.02353631832,0.01247108618,7.784855,0.00135251046898772,0.000970855976038039,0.00183226825355044
"110","Liechtenstein",40.228,0.00325149034615385,"OHI",0.00309096330769231,0.00372859323076923,0.00325149034615385,0.00372859323076923,0.00309096330769231,0.040228,1.30800953645077e-06,1.24343271941846e-06,1.49993848487385e-06
"111","Lithuania",2530.191,0.004889042,"ECA",0.004889042,0.007482589,0.00379382341086667,0.00470116531666667,0.00317993536735833,2.530191,0.00012370210067022,0.00012370210067022,0.00018932379344499
"112","Luxembourg",705.39,0.002011616,"OHI",0.002011616,0.002011616,0.00325149034615385,0.00372859323076923,0.00309096330769231,0.70539,1.41897381024e-05,1.41897381024e-05,1.41897381024e-05
"113","Madagascar",36451.643,0.4159237,"SSA",0.3518715,0.489311,0.164199427244091,0.192166619886364,0.140084737409091,36.451643,0.151611022276391,0.128262942998745,0.17836189887973
"114","Malawi",25446.64,0.3397623,"SSA",0.2760844,0.3987554,0.164199427244091,0.192166619886364,0.140084737409091,25.44664,0.08645808933672,0.07025420336416,0.10146985111856
"115","Malaysia",36985.962,1.149238e-06,"EAP",1.149238e-06,4.04444e-06,0.024508501570421,0.0326373675705263,0.0185460750283158,36.985962,4.2505672996956e-07,4.2505672996956e-07,1.4958750415128e-06
"116","Maldives",530.347,0.0008399556,"SAS",0.0001565684,0.001629082,0.00122419084428571,0.00232403782857143,0.000685146312857143,0.530347,4.454679325932e-06,8.30355812348e-07,8.63978751454e-06
"117","Mali",27488.052,0.08808491,"SSA",0.05338009,0.1322583,0.164199427244091,0.192166619886364,0.140084737409091,27.488052,0.0242128258649532,0.0146731468968468,0.036355230278316
"118","Malta",457.75,0,"OHI",0,0,0.00325149034615385,0.00372859323076923,0.00309096330769231,0.45775,0,0,0
"119","Marshall Islands",66.667,0.024508501570421,"EAP",0.0185460750283158,0.0326373675705263,0.024508501570421,0.0326373675705263,0.0185460750283158,0.066667,1.63390827419526e-05,1.23641118391273e-05,2.17583538382428e-05
"120","Mauritania",6088.216,0.006988211,"SSA",0.004385236,0.009954669,0.164199427244091,0.192166619886364,0.140084737409091,6.088216,0.00042545738021576,0.00026698263978976,0.00060606175080504
"121","Mauritius",1303.687,8.820274e-05,"SSA",0,0.000618174,0.164199427244091,0.192166619886364,0.140084737409091,1.303687,1.1498876550238e-06,0,8.05905407538e-06
"122","Mexico",144311.903,0.01096618,"LAC",0.007485794,0.01460444,0.04353689255,0.0517243145458333,0.0361679764583333,144.311903,0.0158255030444054,0.0108028917760598,0.0210759452864932
"123","Micronesia",616.147,0.024508501570421,"EAP",0.0185460750283158,0.0326373675705263,0.024508501570421,0.0326373675705263,0.0185460750283158,0.616147,0.000151008397171102,0.000114271084904717,0.000201094161164771
"124","Micronesia, Federated States of",129.709,0.1148769,"EAP",0.09548228,0.142278,0.024508501570421,0.0326373675705263,0.0185460750283158,0.129709,0.000149005678221,0.0001238491105652,0.00018454737102
"125","Monaco",42.439,0.00325149034615385,"OHI",0.00309096330769231,0.00372859323076923,0.00325149034615385,0.00372859323076923,0.00309096330769231,0.042439,1.37989998800423e-06,1.31177391815154e-06,1.58237768120615e-06
"126","Mongolia",3797.473,0,"EAP",0,0,0.024508501570421,0.0326373675705263,0.0185460750283158,3.797473,0,0,0
"127","Montenegro",636.913,0,"ECA",0,0,0.00379382341086667,0.00470116531666667,0.00317993536735833,0.636913,0,0,0
"128","Morocco",41801.555,0.0006081131,"MNA",0.0002480399,0.001267865,0.01737361157,0.02353631832,0.01247108618,41.801555,0.000254200731958705,0.000103684535220445,0.00052998728530075
"129","Mozambique",42091.083,0.3552803,"SSA",0.2958358,0.4160468,0.164199427244091,0.192166619886364,0.140084737409091,42.091083,0.149541325955649,0.124520492121714,0.175118603906844
"130","Myanmar",59910.697,0.0006661696,"EAP",0.000269994,0.001338501,0.024508501570421,0.0326373675705263,0.0185460750283158,59.910697,0.000399106850562112,0.00016175528725818,0.00080190527845197
"131","Namibia",3083.777,0.07196918,"SSA",0.05433769,0.09037668,0.164199427244091,0.192166619886364,0.140084737409091,3.083777,0.0022193690199286,0.0016756531865513,0.0027870152712036
"132","Nauru",11.252,0.024508501570421,"EAP",0.0185460750283158,0.0326373675705263,0.024508501570421,0.0326373675705263,0.0185460750283158,0.011252,2.75769659670378e-06,2.08680436218609e-06,3.67235659903562e-06
"133","Nepal",34363.818,0.006332285,"SAS",0.004044392,0.01170048,0.00122419084428571,0.00232403782857143,0.000685146312857143,34.363818,0.0021760148926413,0.00138980750608656,0.0040207316523264
"134","Netherlands",17787.483,0,"OHI",0,0,0.00325149034615385,0.00372859323076923,0.00309096330769231,17.787483,0,0,0
"135","New Zealand",5279.029,0.00325149034615385,"OHI",0.00309096330769231,0.00372859323076923,0.00325149034615385,0.00372859323076923,0.00309096330769231,5.279029,0.000171647118305662,0.000163172849392436,0.000196833517944345
"136","Nicaragua",7573.003,0.003680866,"LAC",0.003287433,0.004933813,0.04353689255,0.0517243145458333,0.0361679764583333,7.573003,0.00027875209260598,0.00024895739971299,0.00037363780650439
"137","Niger",35482.795,0.05446242,"SSA",0.03617565,0.07934516,0.164199427244091,0.192166619886364,0.140084737409091,35.482795,0.019324788840639,0.0128361317294175,0.028153880465222
"138","Nigeria",268096.154,0.3583951,"SSA",0.2992702,0.4183957,0.164199427244091,0.192166619886364,0.140084737409091,268.096154,0.960843479224454,0.802331896268108,1.12170278020138
"139","Niue",1.699,0.024508501570421,"EAP",0.0185460750283158,0.0326373675705263,0.024508501570421,0.0326373675705263,0.0185460750283158,0.001699,4.16399441681454e-07,3.15097814731085e-07,5.54508875023242e-07
"140","No income group available",3355.364,NA,NA,NA,NA,NA,NA,NA,3.355364,NA,NA,NA
"141","North Macedonia",2094.364,NA,NA,NA,NA,NA,NA,NA,2.094364,NA,NA,NA
"142","Northern Africa and Western Asia",622277.668,NA,NA,NA,NA,NA,NA,NA,622.277668,NA,NA,NA
"143","Norway",5995.263,0,"OHI",0,0.002383791,0.00325149034615385,0.00372859323076923,0.00309096330769231,5.995263,0,0,0.00014291453982033
"144","Oceania (excluding Australia and New Zealand)",14891.719,NA,NA,NA,NA,NA,NA,NA,14.891719,NA,NA,NA
"145","Oman",6040.441,0.00325149034615385,"OHI",0.00309096330769231,0.00372859323076923,0.00325149034615385,0.00372859323076923,0.00309096330769231,6.040441,0.000196404355980119,0.000186707814932802,0.000225223474234609
"146","Pakistan",268913.51,5.981071e-05,"SAS",0,0.0004850448,0.00122419084428571,0.00232403782857143,0.000685146312857143,268.91351,0.000160839079616921,0,0.00130435099675248
"147","Palau",18.815,0.024508501570421,"EAP",0.0185460750283158,0.0326373675705263,0.024508501570421,0.0326373675705263,0.0185460750283158,0.018815,4.61127457047472e-06,3.48944401657762e-06,6.14072070839453e-06
"148","Panama",5038.858,0.002432929,"LAC",0.001644904,0.003005785,0.04353689255,0.0517243145458333,0.0361679764583333,5.038858,0.00012259183755082,8.288437679632e-05,0.0001514572379353
"149","Papua New Guinea",10947.76,0.1493384,"EAP",0.1229824,0.1803159,0.024508501570421,0.0326373675705263,0.0185460750283158,10.94776,0.01634920961984,0.01346381799424,0.01974055197384
"150","Paraguay",8147.756,0.001826277,"LAC",0.001523153,0.003311182,0.04353689255,0.0517243145458333,0.0361679764583333,8.147756,0.00014880059384412,0.00012410278994668,0.00026978703007592
"151","Peru",36877.2,0.009189304,"LAC",0.006092846,0.01272953,0.04353689255,0.0517243145458333,0.0361679764583333,36.8772,0.003388758014688,0.002246871005112,0.00469429423716
"152","Philippines",126670.634,0.000466434,"EAP",0.0002209346,0.0007537959,0.024508501570421,0.0326373675705263,0.0185460750283158,126.670634,0.00059083490499156,0.000279859258545364,0.000954838045596006
"153","Poland",37650.965,0,"ECA",0,0,0.00379382341086667,0.00470116531666667,0.00317993536735833,37.650965,0,0,0
"154","Portugal",10093.813,0.004953823,"OHI",0.004953823,0.004953823,0.00325149034615385,0.00372859323076923,0.00309096330769231,10.093813,0.00050002962997099,0.00050002962997099,0.00050002962997099
