CountryCode,DisplayName,region,Level,ProjYear,EPL,LPL,UPL,p20,p80
ARG,Argentina,LAC,National,2012,0.007906832,0.02685429,0.08356662,0.01384709,0.5134435
ARG,Argentina,LAC,National,2013,0.007477228,0.0231487,0.08153853,0.01424375,0.5184798
ARG,Argentina,LAC,National,2015,0.006580132,0.02346668,0.08318334,0.01478968,0.5551266
ARG,Argentina,LAC,National,2018,0.01007636,0.03038254,0.09557091,0.02512609,
ARG,Argentina,LAC,National,2019,0.01064768,0.03196272,0.09969583,0.02755315,
ARG,Argentina,LAC,National,2020,0.01205441,0.03620768,0.1116995,0.02930172,
ARG,Argentina,LAC,National,2021,0.01161571,0.03397229,0.1061662,0.02918966,
ARM,Armenia,ECA,National,1981,0.05131975,0.2034752,0.4651884,0.004931425,0.87379
ARM,Armenia,ECA,National,1984,0.04094158,0.1785825,0.4310352,0.006970508,0.853063
ARM,Armenia,ECA,National,1987,0.04708037,0.1936217,0.4518836,0.01171832,0.8702032
ARM,Armenia,ECA,National,1990,0.04915318,0.1984883,0.4584887,0.01192531,0.8645935
ARM,Armenia,ECA,National,1993,0.27848,0.5517557,0.802074,0.1458573,0.9596509
ARM,Armenia,ECA,National,1996,0.1790498,0.4209422,0.7061388,0.1056489,0.9353915
ARM,Armenia,ECA,National,1999,0.168849,0.5247357,0.8320824,0.09083438,0.9727168
ARM,Armenia,ECA,National,2002,0.1505949,0.5226466,0.835264,0.09163014,0.9777708
ARM,Armenia,ECA,National,2005,0.04452266,0.2687285,0.6870438,0.04080716,0.9623518
ARM,Armenia,ECA,National,2008,0.01357321,0.136059,0.5356871,0.01611315,0.9813663
ARM,Armenia,ECA,National,2010,0.01903291,0.2045839,0.6343549,0.03800993,0.9876155
ARM,Armenia,ECA,National,2011,0.02213477,0.1882657,0.6078272,0.04874313,0.9870502
ARM,Armenia,ECA,National,2012,0.01579596,0.1710122,0.5646244,0.05555967,0.9850475
ARM,Armenia,ECA,National,2013,0.02240529,0.1623554,0.5457347,0.07063166,0.9876066
ARM,Armenia,ECA,National,2015,0.0186327,0.1345875,0.483403,0.0766286,0.9729773
ARM,Armenia,ECA,National,2018,0.02081727,0.1302014,0.5035146,0.09399795,
ARM,Armenia,ECA,National,2019,0.01684132,0.1078527,0.4516015,0.0783013,
ARM,Armenia,ECA,National,2020,0.01836389,0.1117147,0.4625894,0.07835563,
ARM,Armenia,ECA,National,2021,0.01452873,0.09991786,0.4301621,0.07514931,
AUS,Australia,OHI,National,1981,0.01000117,0.01335806,0.0167323,0.006694771,0.1001618
AUS,Australia,OHI,National,1984,0.01001012,0.01336703,0.01675728,0.006685741,0.08853156
AUS,Australia,OHI,National,1987,0.008386601,0.01169792,0.01672612,0.006721418,0.09684491
AUS,Australia,OHI,National,1990,0.007305041,0.01058957,0.01674941,0.006748766,0.08622695
AUS,Australia,OHI,National,1993,0.008939848,0.01002842,0.01582577,0.006714749,0.07694374
AUS,Australia,OHI,National,1996,0.009496428,0.01003278,0.01702758,0.006715054,0.06857693
AUS,Australia,OHI,National,1999,0.006784003,0.01004198,0.01466394,0.006784003,0.05685378
AUS,Australia,OHI,National,2002,0.008401638,0.01123043,0.01422691,0.008401638,0.06293132
AUS,Australia,OHI,National,2005,0.00464765,0.007017661,0.009985562,0.00464765,0.04599615
AUS,Australia,OHI,National,2008,0.003612324,0.006694529,0.006694529,0.003612324,0.04700141
AUS,Australia,OHI,National,2010,0.003491684,0.006776492,0.006776492,0.003491684,0.05671242
AUS,Australia,OHI,National,2011,0.003864973,0.006943406,0.006943406,0.003864973,0.05493791
AUS,Australia,OHI,National,2012,0.004238261,0.00711032,0.00711032,0.004238261,0.05455686
AUS,Australia,OHI,National,2013,0.00461155,0.007277235,0.007277235,0.00461155,0.05608443
AUS,Australia,OHI,National,2015,0.004984838,0.007444149,0.007444149,0.004984838,0.05743453
AUS,Australia,OHI,National,2018,0.004984838,0.007444149,0.007444149,0.004984838,
AUS,Australia,OHI,National,2019,0.004984838,0.007444149,0.007444149,0.004984838,
AUS,Australia,OHI,National,2020,0.004984838,0.007444149,0.007444149,0.004984838,
AUS,Australia,OHI,National,2021,0.004984838,0.007444149,0.007444149,0.004984838,
AUT,Austria,OHI,National,1981,0,0,0,0,0.0174201
AUT,Austria,OHI,National,1984,0,0,0,0,0.01499778
AUT,Austria,OHI,National,1987,0,0,0,0,0.01242709
AUT,Austria,OHI,National,1990,0.001064568,0.002013465,0.004178108,0.001064568,0.02132263
AUT,Austria,OHI,National,1993,0.002129136,0.00402693,0.006279315,0.002129136,0.02635364
AUT,Austria,OHI,National,1996,0.006015545,0.008543355,0.01227568,0.006015545,0.0446023
AUT,Austria,OHI,National,1999,0.00230765,0.003151292,0.003974928,0.0006969252,0.02315928
AUT,Austria,OHI,National,2002,0.002214688,0.003484193,0.004927033,0.002214688,0.02347033
AUT,Austria,OHI,National,2005,0.001536901,0.001956212,0.003534567,0.001536901,0.02298513
AUT,Austria,OHI,National,2008,0.00471167,0.005820163,0.009083047,0.004929696,0.0411361
AUT,Austria,OHI,National,2010,0.004907025,0.005752031,0.0080701,0.005044655,0.03765678
AUT,Austria,OHI,National,2011,0.004154042,0.005750204,0.0103259,0.004820836,0.04725961
AUT,Austria,OHI,National,2012,0.006169174,0.007165632,0.0100754,0.006715152,0.05657376
AUT,Austria,OHI,National,2013,0.003379979,0.003766147,0.005949949,0.003379979,0.04855833
AUT,Austria,OHI,National,2015,0.00677193,0.007314446,0.008687777,0.00724832,0.05000072
AUT,Austria,OHI,National,2018,0.003180896,0.003982924,0.00682883,0.003928304,
AUT,Austria,OHI,National,2019,0.003180896,0.003982924,0.00682883,0.003928304,
AUT,Austria,OHI,National,2020,0.003274168,0.004091946,0.00682883,0.003982924,
AUT,Austria,OHI,National,2021,0.003180896,0.003982924,0.00682883,0.003982924,
AZE,Azerbaijan,ECA,National,1981,0.006565203,0.02656401,0.09757289,0.004388334,0.6125691
AZE,Azerbaijan,ECA,National,1984,0.005287195,0.02067529,0.07317176,0.004388334,0.5180529
AZE,Azerbaijan,ECA,National,1987,0.005076344,0.01632532,0.05982957,0.004388334,0.4896804
AZE,Azerbaijan,ECA,National,1990,0.006565203,0.02835634,0.1030267,0.004458618,0.6056373
AZE,Azerbaijan,ECA,National,1993,0.03243883,0.1133961,0.3739114,0.01392771,0.8511129
AZE,Azerbaijan,ECA,National,1996,0.06752116,0.2544431,0.6139419,0.03731173,0.9345053
AZE,Azerbaijan,ECA,National,1999,0.04128207,0.2055762,0.5538112,0.02000412,0.9120944
AZE,Azerbaijan,ECA,National,2002,0.000428381,0.006082659,0.1786468,0,0.8923591
AZE,Azerbaijan,ECA,National,2005,0,0.0004009374,0.08164659,0,0.8701697
AZE,Azerbaijan,ECA,National,2008,0,0,0.0008064227,0,0.6466209
AZE,Azerbaijan,ECA,National,2010,0,0,0.00264738,0,0.7823769
AZE,Azerbaijan,ECA,National,2011,0,0,0.0004009374,0,0.651666
AZE,Azerbaijan,ECA,National,2012,0,0,0.0002724701,0,0.6722024
AZE,Azerbaijan,ECA,National,2013,0,0,0,0,0.5777319
AZE,Azerbaijan,ECA,National,2015,0,0,0,0,0.5943567
AZE,Azerbaijan,ECA,National,2018,0,0,8.66141e-05,0,
AZE,Azerbaijan,ECA,National,2019,0,0,0,0,
AZE,Azerbaijan,ECA,National,2020,0,0,8.66141e-05,0,
AZE,Azerbaijan,ECA,National,2021,0,0,8.66141e-05,0,
BDI,Burundi,SSA,National,1981,0.8483355,0.9595689,0.9918417,0.4940616,0.99999
BDI,Burundi,SSA,National,1984,0.8663459,0.9648472,0.9932702,0.6410053,0.99999
BDI,Burundi,SSA,National,1987,0.825054,0.9525871,0.9899625,0.6283492,0.99999
BDI,Burundi,SSA,National,1990,0.8174937,0.9502762,0.9893424,0.6106558,0.99999
BDI,Burundi,SSA,National,1993,0.8204125,0.9508811,0.987825,0.6451225,0.9995479
BDI,Burundi,SSA,National,1996,0.8429054,0.9553064,0.9841853,0.7502347,0.9986927
BDI,Burundi,SSA,National,1999,0.838771,0.9517175,0.9802855,0.7546968,0.9978619
BDI,Burundi,SSA,National,2002,0.809001,0.9398243,0.9811268,0.7499755,0.9988326
BDI,Burundi,SSA,National,2005,0.7970452,0.9352268,0.9839847,0.7887295,0.9996826
BDI,Burundi,SSA,National,2008,0.7651153,0.921047,0.9798169,0.7861501,0.9996469
BDI,Burundi,SSA,National,2010,0.7490648,0.9106884,0.97559,0.7992077,0.9994539
BDI,Burundi,SSA,National,2011,0.7447866,0.9070573,0.9739625,0.8161476,0.9993596
BDI,Burundi,SSA,National,2012,0.7359983,0.9026234,0.9715933,0.8206069,0.9992479
BDI,Burundi,SSA,National,2013,0.7215832,0.8943625,0.9685711,0.8300924,0.9991362
BDI,Burundi,SSA,National,2015,0.748696,0.9066188,0.9724039,0.8669203,0.9992442
BDI,Burundi,SSA,National,2018,0.7818653,0.9226947,0.9771712,0.9018432,
BDI,Burundi,SSA,National,2019,0.7860385,0.9239474,0.9780257,0.9059729,
BDI,Burundi,SSA,National,2020,0.8134154,0.9342746,0.9830973,0.9186506,
BDI,Burundi,SSA,National,2021,0.8113729,0.9329117,0.9828675,0.9218511,
BEL,Belgium,OHI,National,1981,0.002401878,0.00496752,0.007478574,0.002401878,0.08728642
BEL,Belgium,OHI,National,1984,0.002401878,0.00496752,0.007478574,0.002401878,0.0722201
BEL,Belgium,OHI,National,1987,0.003986019,0.006557778,0.007394796,0.003986019,0.06574097
BEL,Belgium,OHI,National,1990,0.007305464,0.008592873,0.009644998,0.007305464,0.04948532
BEL,Belgium,OHI,National,1993,0.007929926,0.00898589,0.0111406,0.007929926,0.0294351
BEL,Belgium,OHI,National,1996,0.004524447,0.006108393,0.008359471,0.004524447,0.0282377
BEL,Belgium,OHI,National,1999,0.003678305,0.006049862,0.006798699,0.002836328,0.02111736
BEL,Belgium,OHI,National,2002,0.002981149,0.005210774,0.006927657,0.002587972,0.0283431
BEL,Belgium,OHI,National,2005,0.001930702,0.003279285,0.004726353,0.001930702,0.03144625
BEL,Belgium,OHI,National,2008,0.001184167,0.001407375,0.002836196,0.001184167,0.04791437
BEL,Belgium,OHI,National,2010,0.001371153,0.001989567,0.004396007,0.001421017,0.0582804
BEL,Belgium,OHI,National,2011,0.001682682,0.002898488,0.004689303,0.001840943,0.0633506
BEL,Belgium,OHI,National,2012,0.001565715,0.002313017,0.004217157,0.001720728,0.06280217
BEL,Belgium,OHI,National,2013,0.001445081,0.002217943,0.004069399,0.001715929,0.06639131
BEL,Belgium,OHI,National,2015,0.0007075855,0.001951641,0.002174509,0.001812584,0.07103783
BEL,Belgium,OHI,National,2018,0.001314533,0.002020924,0.00303386,0.001942868,
BEL,Belgium,OHI,National,2019,0.001314533,0.002020924,0.00303386,0.001969349,
BEL,Belgium,OHI,National,2020,0.001335979,0.002020924,0.003228964,0.002020924,
BEL,Belgium,OHI,National,2021,0.001314533,0.002020924,0.003197668,0.002020924,
BEN,Benin,SSA,National,1981,0.5748022,0.8295175,0.9487592,0.191774,0.9945713
BEN,Benin,SSA,National,1984,0.5898921,0.8417934,0.9513193,0.3037129,0.9945713
BEN,Benin,SSA,National,1987,0.5940922,0.8453207,0.9529252,0.3690319,0.9947945
BEN,Benin,SSA,National,1990,0.5973486,0.8461845,0.9530573,0.3663717,0.9945713
BEN,Benin,SSA,National,1993,0.5846975,0.8368921,0.9505126,0.3770014,0.992813
BEN,Benin,SSA,National,1996,0.5729636,0.8279015,0.948559,0.4247056,0.9926979
BEN,Benin,SSA,National,1999,0.5359916,0.8077632,0.9415982,0.4017408,0.9912993
BEN,Benin,SSA,National,2002,0.4904208,0.7840472,0.9314897,0.405227,0.9913394
BEN,Benin,SSA,National,2005,0.5040376,0.7823019,0.9253371,0.4916923,0.9926316
BEN,Benin,SSA,National,2008,0.4972227,0.7634746,0.9066855,0.5253154,0.9928796
BEN,Benin,SSA,National,2010,0.5227209,0.7689649,0.9053768,0.5899241,0.9939781
BEN,Benin,SSA,National,2011,0.5305174,0.7686652,0.9021515,0.6287818,0.9945627
BEN,Benin,SSA,National,2012,0.5246182,0.7660601,0.9013002,0.6414613,0.9943815
BEN,Benin,SSA,National,2013,0.5145687,0.7646961,0.9027073,0.6594246,0.9938021
BEN,Benin,SSA,National,2015,0.4952181,0.7621908,0.9060796,0.6730242,0.992834
BEN,Benin,SSA,National,2018,0.4512338,0.7198444,0.8983982,0.6708525,
BEN,Benin,SSA,National,2019,0.4327723,0.7050546,0.8952342,0.662417,
BEN,Benin,SSA,National,2020,0.4253928,0.6984358,0.8935165,0.6520599,
BEN,Benin,SSA,National,2021,0.4120711,0.6869971,0.8905577,0.6511585,
BFA,Burkina Faso,SSA,National,1981,0.8562206,0.9398065,0.9787784,0.6711978,0.9975543
BFA,Burkina Faso,SSA,National,1984,0.8556636,0.9398065,0.9787149,0.7346704,0.997469
BFA,Burkina Faso,SSA,National,1987,0.8394116,0.9307641,0.9728692,0.7392336,0.9972033
BFA,Burkina Faso,SSA,National,1990,0.8414567,0.932025,0.9734125,0.7392336,0.9966693
BFA,Burkina Faso,SSA,National,1993,0.8301148,0.9274593,0.9714485,0.7372608,0.9950689
BFA,Burkina Faso,SSA,National,1996,0.8207686,0.9193767,0.9665504,0.7553396,0.9933087
BFA,Burkina Faso,SSA,National,1999,0.7612143,0.8889308,0.9550542,0.665264,0.9887495
BFA,Burkina Faso,SSA,National,2002,0.6568573,0.8455926,0.9473406,0.5836755,0.992847
BFA,Burkina Faso,SSA,National,2005,0.5662126,0.8073585,0.9350841,0.5545196,0.9939879
BFA,Burkina Faso,SSA,National,2008,0.5440431,0.8036312,0.9356147,0.5723394,0.9946136
BFA,Burkina Faso,SSA,National,2010,0.5373704,0.8090303,0.9393825,0.6108396,0.9953912
BFA,Burkina Faso,SSA,National,2011,0.5116243,0.7946588,0.9343047,0.6273886,0.9957718
BFA,Burkina Faso,SSA,National,2012,0.4810306,0.7799423,0.9287753,0.6267241,0.9960878
BFA,Burkina Faso,SSA,National,2013,0.4539831,0.769434,0.924313,0.6446442,0.9964654
BFA,Burkina Faso,SSA,National,2015,0.42801,0.7602889,0.9220941,0.6664198,0.9971666
BFA,Burkina Faso,SSA,National,2018,0.3481708,0.7133407,0.9044036,0.6534905,
BFA,Burkina Faso,SSA,National,2019,0.3259302,0.7003078,0.8996324,0.6473424,
BFA,Burkina Faso,SSA,National,2020,0.3339836,0.7038862,0.900568,0.6452304,
BFA,Burkina Faso,SSA,National,2021,0.3139558,0.6914451,0.8948444,0.6449074,
BGD,Bangladesh,SAS,National,1981,0.2717375,0.7399154,0.9541386,0.0259424,0.99999
BGD,Bangladesh,SAS,National,1984,0.2731136,0.7393021,0.9519414,0.04847286,0.9989525
BGD,Bangladesh,SAS,National,1987,0.317136,0.7544128,0.9481418,0.09352773,0.9965335
BGD,Bangladesh,SAS,National,1990,0.3847233,0.8006504,0.9590777,0.1312728,0.9973333
BGD,Bangladesh,SAS,National,1993,0.3879686,0.7849688,0.9526585,0.1449576,0.9953081
BGD,Bangladesh,SAS,National,1996,0.3713685,0.7579505,0.929004,0.1934961,0.9896152
BGD,Bangladesh,SAS,National,1999,0.3725241,0.7467813,0.923344,0.2122062,0.9904513
BGD,Bangladesh,SAS,National,2002,0.3391712,0.7204029,0.9157076,0.2328671,0.9913217
BGD,Bangladesh,SAS,National,2005,0.2573436,0.6631835,0.8929837,0.2446658,0.9908623
BGD,Bangladesh,SAS,National,2008,0.2140819,0.6215756,0.8806125,0.2472531,0.9933484
BGD,Bangladesh,SAS,National,2010,0.1963112,0.6038465,0.8772547,0.2792477,0.9947438
BGD,Bangladesh,SAS,National,2011,0.1846992,0.588371,0.871372,0.3151772,0.9946693
BGD,Bangladesh,SAS,National,2012,0.1787041,0.577447,0.8663863,0.3323487,0.9950443
BGD,Bangladesh,SAS,National,2013,0.1684082,0.5641778,0.8609642,0.3676965,0.9951676
BGD,Bangladesh,SAS,National,2015,0.1515333,0.5354982,0.8484342,0.3902028,0.9950046
BGD,Bangladesh,SAS,National,2018,0.0783727,0.4048386,0.7795677,0.3216777,
BGD,Bangladesh,SAS,National,2019,0.06016712,0.3569435,0.74889,0.2876399,
BGD,Bangladesh,SAS,National,2020,0.057655,0.3503328,0.7453102,0.2722286,
BGD,Bangladesh,SAS,National,2021,0.04151792,0.2986134,0.7017774,0.238361,
BGR,Bulgaria,ECA,National,1981,0.0005963349,0.00129166,0.005775547,0.0003615216,0.3140631
BGR,Bulgaria,ECA,National,1984,0.0005245929,0.001042168,0.003835365,0.0003716059,0.2099425
BGR,Bulgaria,ECA,National,1987,0.000481222,0.0009245063,0.003059475,0.0003770565,0.1783928
BGR,Bulgaria,ECA,National,1990,0.0006993972,0.001234093,0.003640097,0.0005453743,0.1343992
BGR,Bulgaria,ECA,National,1993,0.001907301,0.004248898,0.02036261,0.001401638,0.4117002
BGR,Bulgaria,ECA,National,1996,0.005653218,0.01639959,0.108182,0.002283915,0.688525
BGR,Bulgaria,ECA,National,1999,0.02477924,0.08120733,0.3419222,0.01378441,0.8827548
BGR,Bulgaria,ECA,National,2002,0.01264973,0.05647223,0.2164501,0.008015357,0.8080616
BGR,Bulgaria,ECA,National,2005,0.006991686,0.03421624,0.1412911,0.00615335,0.8296785
BGR,Bulgaria,ECA,National,2008,0.01176877,0.03142311,0.08457659,0.01251184,0.6364056
BGR,Bulgaria,ECA,National,2010,0.01929127,0.04179663,0.1096856,0.02143273,0.6787076
BGR,Bulgaria,ECA,National,2011,0.0218972,0.04891504,0.112053,0.02860915,0.7338156
BGR,Bulgaria,ECA,National,2012,0.02030988,0.04931329,0.1112436,0.02739885,0.7309
BGR,Bulgaria,ECA,National,2013,0.01774226,0.04827675,0.1113764,0.03217192,0.6712452
BGR,Bulgaria,ECA,National,2015,0.03016889,0.05739514,0.1171925,0.04858511,0.6816421
BGR,Bulgaria,ECA,National,2018,0.01328792,0.02903497,0.06791006,0.02210587,
BGR,Bulgaria,ECA,National,2019,0.009885809,0.02665894,0.06399998,0.02112086,
BGR,Bulgaria,ECA,National,2020,0.01328792,0.02903497,0.06770159,0.02199808,
BGR,Bulgaria,ECA,National,2021,0.009839119,0.02492214,0.06266806,0.02090088,
BIH,Bosnia and Herzegovina,ECA,National,1981,0.0266797,0.1746453,0.5872995,0.003564574,0.9736115
BIH,Bosnia and Herzegovina,ECA,National,1984,0.02626306,0.1678646,0.5794332,0.006440634,0.9726924
BIH,Bosnia and Herzegovina,ECA,National,1987,0.02581827,0.1660954,0.5732084,0.006583967,0.9732993
BIH,Bosnia and Herzegovina,ECA,National,1990,0.04961054,0.2555993,0.692383,0.009508943,0.9839045
BIH,Bosnia and Herzegovina,ECA,National,1993,0.3971337,0.794495,0.965894,0.1667691,0.9955552
BIH,Bosnia and Herzegovina,ECA,National,1996,0.01602266,0.1259534,0.4951879,0.007216456,0.9471485
BIH,Bosnia and Herzegovina,ECA,National,1999,0.00352874,0.01400092,0.1270509,0.002979579,0.6970215
BIH,Bosnia and Herzegovina,ECA,National,2002,0.003006056,0.009531072,0.07095588,0.00252983,0.5703427
BIH,Bosnia and Herzegovina,ECA,National,2005,0.00129125,0.005850051,0.03480564,0.00129125,0.4519877
BIH,Bosnia and Herzegovina,ECA,National,2008,0.0005844481,0.004857929,0.03077015,0.0006858857,0.4951821
BIH,Bosnia and Herzegovina,ECA,National,2010,0.0006085451,0.00703283,0.03784075,0.001119707,0.5616537
BIH,Bosnia and Herzegovina,ECA,National,2011,0.0005898651,0.007966824,0.03900636,0.001374265,0.5741595
BIH,Bosnia and Herzegovina,ECA,National,2012,0.0005898651,0.007416222,0.03797119,0.001949624,0.5860814
BIH,Bosnia and Herzegovina,ECA,National,2013,0.0005898651,0.006739177,0.03654109,0.001989795,0.5887731
BIH,Bosnia and Herzegovina,ECA,National,2015,0.0005898651,0.004768214,0.02977025,0.001989795,0.5670183
BIH,Bosnia and Herzegovina,ECA,National,2018,0.0005898651,0.002420837,0.02182315,0.001989795,
BIH,Bosnia and Herzegovina,ECA,National,2019,0.0005898651,0.002420837,0.02007528,0.001949624,
BIH,Bosnia and Herzegovina,ECA,National,2020,0.0005898651,0.003126422,0.02356285,0.001989795,
BIH,Bosnia and Herzegovina,ECA,National,2021,0.0005898651,0.002420837,0.02058068,0.001989795,
BLR,Belarus,ECA,National,1981,0.0006991259,0.02462391,0.2924236,0,0.9633998
BLR,Belarus,ECA,National,1984,0.0004220304,0.01074376,0.2053163,0,0.9411097
BLR,Belarus,ECA,National,1987,0.0003653808,0.008472916,0.1844653,0.000161023,0.9400187
BLR,Belarus,ECA,National,1990,0.0003762145,0.008877918,0.1884511,0.000161023,0.9331426
