CountryCode,DisplayName,region,Level,ProjYear,variable,line,old.PovertyLine,old.value,PovertyLine,value,PovertyLine_2,value_2,diff,diff2
THA,Thailand,EAP,National,2018,HeadCount,UPL,5.5,0.08619646,6.11676,0.111183,5.917937,0.09917009,0.02498654,0.01297363
TJK,Tajikistan,ECA,National,2018,HeadCount,EPL,1.9,0.02834605,2.195249,0.04538644,2.308166,0.05226976,0.01704039,0.02392371
TJK,Tajikistan,ECA,National,2018,HeadCount,LPL,3.2,0.1433311,3.642544,0.18566,3.988921,0.2361956,0.0423289,0.0928645
TJK,Tajikistan,ECA,National,2018,HeadCount,UPL,5.5,0.4447241,6.11676,0.500065,5.917937,0.4778735,0.0553409,0.0331494
TKM,Turkmenistan,ECA,National,2018,HeadCount,EPL,1.9,0.01350393,2.195249,0.006205859,2.308166,0.008377166,-0.007298071,-0.005126764
TKM,Turkmenistan,ECA,National,2018,HeadCount,LPL,3.2,0.1194325,3.642544,0.07631353,3.988921,0.101965,-0.04311897,-0.0174675
TKM,Turkmenistan,ECA,National,2018,HeadCount,UPL,5.5,0.3550675,6.11676,0.2692356,5.917937,0.2538771,-0.0858319,-0.1011904
TLS,Timor-Leste,EAP,National,2018,HeadCount,EPL,1.9,0.2672522,2.195249,0.07080378,2.308166,0.08740148,-0.19644842,-0.17985072
TLS,Timor-Leste,EAP,National,2018,HeadCount,LPL,3.2,0.7016636,3.642544,0.3861332,3.988921,0.4678214,-0.3155304,-0.2338422
TLS,Timor-Leste,EAP,National,2018,HeadCount,UPL,5.5,0.9303446,6.11676,0.7853271,5.917937,0.7660406,-0.1450175,-0.164304
TON,Tonga,EAP,National,2018,HeadCount,EPL,1.9,0.006729592,2.195249,0.01069736,2.308166,0.01279269,0.003967768,0.006063098
TON,Tonga,EAP,National,2018,HeadCount,LPL,3.2,0.06769216,3.642544,0.07569067,3.988921,0.09858214,0.00799851,0.03088998
TON,Tonga,EAP,National,2018,HeadCount,UPL,5.5,0.2542635,6.11676,0.2670024,5.917937,0.2453191,0.0127389,-0.00894439999999996
TTO,Trinidad and Tobago,LAC,National,2018,HeadCount,EPL,1.9,0.002945011,2.195249,0.001832822,2.308166,0.002008663,-0.001112189,-0.000936348
TTO,Trinidad and Tobago,LAC,National,2018,HeadCount,LPL,3.2,0.01230736,3.642544,0.00578836,3.988921,0.007511534,-0.006519,-0.004795826
TTO,Trinidad and Tobago,LAC,National,2018,HeadCount,UPL,5.5,0.06419384,6.11676,0.02879356,5.917937,0.02595212,-0.03540028,-0.03824172
TUN,Tunisia,MNA,National,2018,HeadCount,EPL,1.9,0.002191956,2.195249,0.001400615,2.308166,0.002009569,-0.000791341,-0.000182387
TUN,Tunisia,MNA,National,2018,HeadCount,LPL,3.2,0.02846166,3.642544,0.01990203,3.988921,0.02964807,-0.00855963,0.00118641
TUN,Tunisia,MNA,National,2018,HeadCount,UPL,5.5,0.1646491,6.11676,0.1234312,5.917937,0.1113577,-0.0412179,-0.0532914
TUR,Turkey,ECA,National,2018,HeadCount,EPL,1.9,0.0007982764,2.195249,0.001257314,2.308166,0.002128355,0.0004590376,0.0013300786
TUR,Turkey,ECA,National,2018,HeadCount,LPL,3.2,0.01435778,3.642544,0.01514124,3.988921,0.02302148,0.00078346,0.0086637
TUR,Turkey,ECA,National,2018,HeadCount,UPL,5.5,0.09153495,6.11676,0.08952823,5.917937,0.08138287,-0.00200672,-0.01015208
TZA,Tanzania,SSA,National,2018,HeadCount,EPL,1.9,0.4895172,2.195249,0.4645722,2.308166,0.4941587,-0.024945,0.00464150000000002
TZA,Tanzania,SSA,National,2018,HeadCount,LPL,3.2,0.764972,3.642544,0.7410163,3.988921,0.7784077,-0.0239557,0.0134357000000001
TZA,Tanzania,SSA,National,2018,HeadCount,UPL,5.5,0.9170738,6.11676,0.9041369,5.917937,0.8975063,-0.0129369,-0.0195675000000001
UGA,Uganda,SSA,National,2018,HeadCount,EPL,1.9,0.4017393,2.195249,0.4279734,2.308166,0.4583073,0.0262341,0.056568
UGA,Uganda,SSA,National,2018,HeadCount,LPL,3.2,0.6880191,3.642544,0.700337,3.988921,0.7392091,0.0123179,0.05119
UGA,Uganda,SSA,National,2018,HeadCount,UPL,5.5,0.8721953,6.11676,0.8724061,5.917937,0.8664378,0.000210799999999955,-0.00575749999999997
UKR,Ukraine,ECA,National,2018,HeadCount,EPL,1.9,9.935224e-05,2.195249,0.001805357,2.308166,0.001805357,0.00170600476,0.00170600476
UKR,Ukraine,ECA,National,2018,HeadCount,LPL,3.2,0.003735359,3.642544,0.004427037,3.988921,0.006375949,0.000691678,0.00264059
UKR,Ukraine,ECA,National,2018,HeadCount,UPL,5.5,0.040112,6.11676,0.0541589,5.917937,0.04677405,0.0140469,0.00666205
URY,Uruguay,LAC,National,2018,HeadCount,EPL,1.9,0.0005584995,2.195249,0.0005584995,2.308166,0.0007399121,0,0.0001814126
URY,Uruguay,LAC,National,2018,HeadCount,LPL,3.2,0.003588317,3.642544,0.004279453,3.988921,0.006719965,0.000691136,0.003131648
URY,Uruguay,LAC,National,2018,HeadCount,UPL,5.5,0.02854281,6.11676,0.03307584,5.917937,0.02899919,0.00453303,0.000456380000000003
USA,United States,OHI,National,2018,HeadCount,EPL,1.9,0.01249065,2.195249,0.01249065,2.308166,0.01249065,0,0
USA,United States,OHI,National,2018,HeadCount,LPL,3.2,0.01249065,3.642544,0.014996,3.988921,0.014996,0.00250535,0.00250535
USA,United States,OHI,National,2018,HeadCount,UPL,5.5,0.01749243,6.11676,0.01999487,5.917937,0.01749243,0.00250244,0
UZB,Uzbekistan,ECA,National,2018,HeadCount,EPL,1.9,0.1200402,2.195249,0.3358475,2.308166,0.372654,0.2158073,0.2526138
UZB,Uzbekistan,ECA,National,2018,HeadCount,LPL,3.2,0.4178657,3.642544,0.6942881,3.988921,0.7472633,0.2764224,0.3293976
UZB,Uzbekistan,ECA,National,2018,HeadCount,UPL,5.5,0.7725114,6.11676,0.8968761,5.917937,0.8878784,0.1243647,0.115367
VNM,Vietnam,EAP,National,2018,HeadCount,EPL,1.9,0.01923701,2.195249,0.01349749,2.308166,0.01704345,-0.00573952,-0.00219356
VNM,Vietnam,EAP,National,2018,HeadCount,LPL,3.2,0.06974885,3.642544,0.05443707,3.988921,0.06802301,-0.01531178,-0.00172584000000001
VNM,Vietnam,EAP,National,2018,HeadCount,UPL,5.5,0.2357838,6.11676,0.1838227,5.917937,0.1721253,-0.0519611,-0.0636585
VUT,Vanuatu,EAP,National,2018,HeadCount,EPL,1.9,0.1440756,2.195249,0.1702995,2.308166,0.1915238,0.0262239,0.0474482
VUT,Vanuatu,EAP,National,2018,HeadCount,LPL,3.2,0.4099677,3.642544,0.4380893,3.988921,0.4992795,0.0281216,0.0893118
VUT,Vanuatu,EAP,National,2018,HeadCount,UPL,5.5,0.7355354,6.11676,0.7442139,5.917937,0.7302556,0.00867850000000003,-0.00527979999999995
WLD,World,Aggregates,Global,2018,HeadCount,EPL,1.9,0.0940018654291396,2.195249,0.0891242006360028,2.308166,0.0989306856603564,-0.0048776647931368,0.00492882023121685
WLD,World,Aggregates,Global,2018,HeadCount,LPL,3.2,0.237591161807863,3.642544,0.23132362443048,3.988921,0.264442684546948,-0.00626753737738334,0.0268515227390851
WLD,World,Aggregates,Global,2018,HeadCount,UPL,5.5,0.428565446827856,6.11676,0.421709160350369,5.917937,0.409504623247203,-0.00685628647748732,-0.0190608235806527
WSM,Samoa,EAP,National,2018,HeadCount,EPL,1.9,0.006039618,2.195249,0.01002675,2.308166,0.01150477,0.003987132,0.005465152
WSM,Samoa,EAP,National,2018,HeadCount,LPL,3.2,0.07626137,3.642544,0.08767109,3.988921,0.1054702,0.01140972,0.02920883
WSM,Samoa,EAP,National,2018,HeadCount,UPL,5.5,0.2886074,6.11676,0.3028087,5.917937,0.2787508,0.0142013,-0.00985659999999999
ZAF,South Africa,SSA,National,2018,HeadCount,EPL,1.9,0.1953929,2.195249,0.2158474,2.308166,0.2299846,0.0204545,0.0345917
ZAF,South Africa,SSA,National,2018,HeadCount,LPL,3.2,0.3835089,3.642544,0.4037675,3.988921,0.4399569,0.0202586,0.056448
ZAF,South Africa,SSA,National,2018,HeadCount,UPL,5.5,0.5774858,6.11676,0.5877871,5.917937,0.5774858,0.0103013,0
ZMB,Zambia,SSA,National,2018,HeadCount,EPL,1.9,0.5638634,2.195249,0.6138791,2.308166,0.6276045,0.0500157,0.0637411
ZMB,Zambia,SSA,National,2018,HeadCount,LPL,3.2,0.7371084,3.642544,0.7700528,3.988921,0.7928696,0.0329444,0.0557612
ZMB,Zambia,SSA,National,2018,HeadCount,UPL,5.5,0.8673624,6.11676,0.8884252,5.917937,0.8817092,0.0210628,0.0143468
ZWE,Zimbabwe,SSA,National,2018,HeadCount,EPL,1.9,0.3141304,2.195249,0.326343,2.308166,0.3559517,0.0122126,0.0418213
ZWE,Zimbabwe,SSA,National,2018,HeadCount,LPL,3.2,0.5904789,3.642544,0.5958713,3.988921,0.6366782,0.00539239999999996,0.0461993
ZWE,Zimbabwe,SSA,National,2018,HeadCount,UPL,5.5,0.7971587,6.11676,0.7932585,5.917937,0.7848415,-0.00390020000000002,-0.0123172
