isInterpolated,useMicroData,CountryCode,CountryName,RegionCode,CoverageType,RequestYear,DataYear,DataType,PPP,PovertyLine,Mean,HeadCount,PovGap,PovGapSqr,Watts,Gini,Median,pr.mld,Polarization,ReqYearPopulation,SvyInfoID,Decile1,Decile2,Decile3,Decile4,Decile5,Decile6,Decile7,Decile8,Decile9,Decile10,svy_code,C0
0,1,ARG,Argentina,LAC,U,1996,1996,Y,2.768382,1.9,520.0662,0.04633781,0.02884968,0.02441777,0.01650067,0.4952443,339.9869,0.5106798,-1,31.145811,ARG_U1996Y,0.01034,0.02481,0.03556,0.04642,0.05834,0.07303,0.09193,0.1199,0.1709,0.3688,2,ARG_2
0,1,ARG,Argentina,LAC,U,1997,1997,Y,2.768382,1.9,544.8122,0.0413881,0.02351949,0.01902154,0.01251625,0.4911048,363.9732,0.4894943,-1,31.579645,ARG_U1997Y,0.01083,0.02465,0.03519,0.04685,0.05938,0.07308,0.09274,0.1208,0.1728,0.3637,2,ARG_2
0,1,ARG,Argentina,LAC,U,1998,1998,Y,2.768382,1.9,529.1501,0.04592166,0.02278412,0.01685458,0.01544242,0.5073364,333.0621,0.5092632,-1,32.009566,ARG_U1998Y,0.01065,0.02343,0.03365,0.04435,0.05636,0.07065,0.09055,0.1196,0.1703,0.3805,2,ARG_2
0,1,ARG,Argentina,LAC,U,1999,1999,Y,2.768382,1.9,504.4869,0.04779091,0.02547163,0.01986631,0.01727557,0.4979204,330.8386,0.4997418,-1,32.43832,ARG_U1999Y,0.01071,0.02418,0.03464,0.04522,0.05796,0.07291,0.09187,0.1209,0.1711,0.3705,2,ARG_2
0,1,ARG,Argentina,LAC,U,2000,2000,Y,2.768382,1.9,493.4414,0.05703201,0.02933267,0.02190601,0.02452544,0.5106396,314.6525,0.5289445,-1,32.867357,ARG_U2000Y,0.009485,0.02237,0.03249,0.04327,0.05599,0.07175,0.09107,0.1221,0.1745,0.377,2,ARG_2
0,1,ARG,Argentina,LAC,U,2001,2001,Y,2.768382,1.9,454.2571,0.09418581,0.04897182,0.03707078,0.0389049,0.5334311,280.7319,0.6141587,-1,33.297967,ARG_U2001Y,0.006526,0.0193,0.03017,0.04074,0.05345,0.06916,0.08999,0.1206,0.1752,0.3948,2,ARG_2
0,1,ARG,Argentina,LAC,U,2002,2002,Y,2.768382,1.9,319.208,0.1398946,0.05590833,0.0328375,0.06485572,0.5379376,192.6458,0.5756148,-1,33.728934,ARG_U2002Y,0.008733,0.01885,0.02899,0.04044,0.05326,0.06847,0.08687,0.1166,0.1727,0.4051,2,ARG_2
0,1,ARG,Argentina,LAC,U,2003,2003,Y,2.768382,1.9,449.362,0.0683207,0.02605182,0.01505477,0.03345029,0.5120186,282.8672,0.5090035,-1,34.159485,ARG_U2003Y,0.01011,0.02178,0.03183,0.04335,0.05579,0.07123,0.0925,0.1227,0.1723,0.3784,2,ARG_2
0,1,ARG,Argentina,LAC,U,2004,2004,Y,2.768382,1.9,485.1607,0.05181252,0.01744109,0.009585358,0.02129397,0.4859111,328.8506,0.451451,-1,34.588886,ARG_U2004Y,0.01146,0.02349,0.03454,0.04643,0.06004,0.07585,0.09581,0.1257,0.1736,0.3531,2,ARG_2
0,1,ARG,Argentina,LAC,U,2005,2005,Y,2.768382,1.9,533.4941,0.03652014,0.01348909,0.007681076,0.0156538,0.4795253,365.4397,0.4379411,-1,35.015695,ARG_U2005Y,0.01194,0.02461,0.03549,0.04758,0.06089,0.0766,0.09665,0.1247,0.1717,0.3499,2,ARG_2
0,1,ARG,Argentina,LAC,U,2006,2006,Y,2.768382,1.9,591.6978,0.03223623,0.01310509,0.007803556,0.01724559,0.4670954,416.9194,0.4216779,-1,35.43947,ARG_U2006Y,0.01183,0.02559,0.03719,0.04934,0.06299,0.07912,0.09968,0.1261,0.1697,0.3385,2,ARG_2
0,1,ARG,Argentina,LAC,U,2007,2007,Y,2.768382,1.9,610.168,0.02627347,0.01122979,0.007030142,0.01246378,0.4658322,430.5411,0.4170358,-1,35.86111,ARG_U2007Y,0.01285,0.0261,0.03667,0.04909,0.06286,0.07914,0.09955,0.1257,0.17,0.338,2,ARG_2
0,1,ARG,Argentina,LAC,U,2008,2008,Y,2.768382,1.9,626.3756,0.02602773,0.01074939,0.006681375,0.01338245,0.4529903,452.7207,0.3967625,-1,36.284569,ARG_U2008Y,0.01274,0.0271,0.03902,0.05127,0.06458,0.08076,0.1006,0.128,0.1708,0.3252,2,ARG_2
0,1,ARG,Argentina,LAC,U,2009,2009,Y,2.768382,1.9,649.1746,0.02499589,0.01056827,0.006376833,0.01282879,0.4413974,484.8216,0.3788813,-1,36.714245,ARG_U2009Y,0.01306,0.02783,0.04019,0.0529,0.06675,0.08296,0.1023,0.1288,0.1713,0.3139,2,ARG_2
0,1,ARG,Argentina,LAC,U,2010,2010,Y,2.768382,1.9,667.7832,0.02233402,0.008772245,0.00543174,0.01084365,0.4445882,495.3716,0.3801709,-1,37.055902,ARG_U2010Y,0.01334,0.02804,0.03996,0.05231,0.06636,0.08257,0.1012,0.1264,0.1699,0.32,2,ARG_2
0,1,ARG,Argentina,LAC,U,2011,2011,Y,2.768382,1.9,717.1944,0.008889483,0.003340604,0.00210258,0.00295325,0.4273767,529.9498,0.3333819,-1,37.54383,ARG_U2011Y,0.01702,0.03076,0.04201,0.05392,0.06689,0.08302,0.1014,0.1266,0.1684,0.31,2,ARG_2
0,1,ARG,Argentina,LAC,U,2012,2012,Y,2.768382,1.9,711.0106,0.007906832,0.00334185,0.002206617,0.003575584,0.4137999,540.9735,0.314486,-1,38.027774,ARG_U2012Y,0.01736,0.0324,0.04372,0.05543,0.06847,0.08498,0.104,0.1287,0.1683,0.2967,2,ARG_2
0,1,ARG,Argentina,LAC,U,2013,2013,Y,2.768382,1.9,713.7309,0.007477228,0.003183095,0.002211253,0.002468822,0.4101386,549.2243,0.310805,-1,38.509756,ARG_U2013Y,0.01777,0.03244,0.04379,0.05582,0.06954,0.0858,0.1047,0.1289,0.1675,0.2937,2,ARG_2
0,1,ARG,Argentina,LAC,U,2014,2014,Y,2.768382,1.9,668.6106,0.006508962,0.002991095,0.0020942,0.002331475,0.4170123,501.305,0.3167538,-1,38.990109,ARG_U2014Y,0.01825,0.03221,0.04299,0.05407,0.06778,0.08375,0.1034,0.1291,0.1693,0.2992,2,ARG_2
0,1,ARG,Argentina,LAC,U,2016,2016,Y,2.768382,1.9,701.3488,0.007304544,0.003067806,0.0020854,0.002634594,0.420215,529.6874,0.32365,-1,39.940546,ARG_U2016Y,0.01762,0.03153,0.04283,0.05453,0.06789,0.08385,0.1023,0.1281,0.1679,0.3034,2,ARG_2
0,1,ARG,Argentina,LAC,U,2017,2017,Y,2.768382,1.9,732.4465,0.005199403,0.002319874,0.001711427,0.001386023,0.4119979,557.4263,0.3123076,-1,40.410674,ARG_U2017Y,0.01773,0.03289,0.04403,0.05558,0.06897,0.08482,0.1036,0.1282,0.1673,0.2969,2,ARG_2
0,1,ARG,Argentina,LAC,U,2018,2018,Y,2.768382,1.9,659.9868,0.01007636,0.003510943,0.002109384,0.003496837,0.4138425,506.1692,0.3155912,-1,40.877099,ARG_U2018Y,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,ARG_2
0,0,ARM,Armenia,ECA,N,1996,1996,Y,183.7796,1.9,162.4389,0.1790498,0.04823091,0.01894587,0.06237631,0.4441862,111.9821,0.3354787,0.3826619,3.168221,ARM_N1996Y,0.02296,0.03236,0.04186,0.05187,0.06291,0.07575,0.09185,0.1144,0.1538,0.3522,3,ARM_3
0,1,ARM,Armenia,ECA,N,1999,1999,X,183.7796,1.9,122.4167,0.168849,0.0406837,0.0149109,0.05180109,0.3621972,94.23082,0.21843,-1,3.089022,ARM_N1999X,0.03043,0.04518,0.05403,0.06192,0.07164,0.08272,0.09658,0.1158,0.1455,0.2963,3,ARM_3
0,1,ARM,Armenia,ECA,N,2001,2001,X,183.7796,1.9,116.3193,0.1932987,0.04448184,0.01567082,0.0566952,0.3536436,90.52011,0.2063374,-1,3.050687,ARM_N2001X,0.0319,0.04538,0.05485,0.06395,0.07321,0.08311,0.09517,0.1134,0.1481,0.291,3,ARM_3
0,1,ARM,Armenia,ECA,N,2002,2002,X,183.7796,1.9,122.0151,0.1505949,0.03233986,0.01109426,0.04061754,0.3477967,94.93779,0.2000022,-1,3.033978,ARM_N2002X,0.03336,0.0471,0.05603,0.0643,0.07312,0.08285,0.09525,0.1129,0.1451,0.29,3,ARM_3
0,1,ARM,Armenia,ECA,N,2003,2003,X,183.7796,1.9,125.4052,0.1135607,0.02025879,0.005727319,0.02421945,0.3302809,100.0204,0.1820947,-1,3.017932,ARM_N2003X,0.03683,0.04981,0.05834,0.06614,0.07487,0.08454,0.09568,0.1122,0.1396,0.282,3,ARM_3
0,1,ARM,Armenia,ECA,N,2004,2004,X,183.7796,1.9,155.4804,0.07931107,0.01805575,0.006637922,0.023272,0.3750563,115.9195,0.2373834,-1,3.00072,ARM_N2004X,0.03076,0.04509,0.05326,0.06146,0.07015,0.07968,0.09251,0.1094,0.1408,0.3169,3,ARM_3
0,1,ARM,Armenia,ECA,N,2005,2005,X,183.7796,1.9,171.3197,0.04452266,0.009067995,0.003170111,0.0114143,0.3599235,130.5109,0.217763,-1,2.981269,ARM_N2005X,0.03334,0.04719,0.05535,0.06281,0.07127,0.08103,0.09263,0.1096,0.139,0.3078,3,ARM_3
0,1,ARM,Armenia,ECA,N,2006,2006,X,183.7796,1.9,165.3654,0.03218435,0.005683399,0.001617928,0.006801353,0.2970998,140.1044,0.1458727,-1,2.958307,ARM_N2006X,0.03731,0.052,0.06139,0.07008,0.07954,0.09044,0.1025,0.1188,0.1434,0.2445,3,ARM_3
0,1,ARM,Armenia,ECA,N,2007,2007,X,183.7796,1.9,184.2015,0.02771749,0.004861621,0.001523573,0.006005112,0.3122606,153.5383,0.1601372,-1,2.932618,ARM_N2007X,0.0351,0.04896,0.0589,0.06909,0.07864,0.08848,0.1013,0.1195,0.1489,0.2512,3,ARM_3
0,1,ARM,Armenia,ECA,N,2008,2008,X,183.7796,1.9,188.2736,0.01357321,0.002889761,0.0009856588,0.003630915,0.2918814,159.8224,0.1397946,-1,2.907618,ARM_N2008X,0.03854,0.05267,0.06079,0.06992,0.0795,0.09063,0.1041,0.1203,0.1467,0.2369,3,ARM_3
0,1,ARM,Armenia,ECA,N,2009,2009,X,183.7796,1.9,167.3352,0.01921782,0.003454071,0.0009340789,0.004074773,0.2801588,142.9649,0.127764,-1,2.888092,ARM_N2009X,0.0399,0.05385,0.06328,0.07171,0.08072,0.09106,0.1037,0.1204,0.1462,0.2292,3,ARM_3
0,1,ARM,Armenia,ECA,N,2010,2010,X,183.7796,1.9,170.8403,0.01903291,0.002909048,0.0008035571,0.003495612,0.2999258,142.119,0.1487553,-1,2.877319,ARM_N2010X,0.0389,0.05214,0.06074,0.06974,0.07907,0.0886,0.1004,0.1166,0.1435,0.2503,3,ARM_3
0,1,ARM,Armenia,ECA,N,2011,2011,X,183.7796,1.9,174.3994,0.02213477,0.003468121,0.000906169,0.004077829,0.2935295,148.3613,0.1415771,-1,2.876538,ARM_N2011X,0.03829,0.05207,0.0614,0.07065,0.07988,0.09002,0.1024,0.1197,0.1459,0.2397,3,ARM_3
0,1,ARM,Armenia,ECA,N,2012,2012,X,183.7796,1.9,180.6668,0.01579596,0.002675307,0.0008342812,0.003283196,0.2960226,152.9493,0.1451349,-1,2.884229,ARM_N2012X,0.03791,0.05203,0.06113,0.07067,0.08014,0.09054,0.1023,0.1179,0.142,0.2454,3,ARM_3
0,1,ARM,Armenia,ECA,N,2013,2013,X,183.7796,1.9,187.4612,0.02240529,0.005215413,0.001793036,0.006529665,0.3057966,158.3366,0.1565597,-1,2.897584,ARM_N2013X,0.03564,0.0506,0.05979,0.06904,0.07927,0.08988,0.1026,0.1193,0.1471,0.2469,3,ARM_3
0,1,ARM,Armenia,ECA,N,2014,2014,X,183.7796,1.9,192.2681,0.02306578,0.004061097,0.001108444,0.004832726,0.3148329,161.5924,0.1651664,-1,2.912403,ARM_N2014X,0.03516,0.04933,0.05851,0.0681,0.07856,0.09006,0.1019,0.1178,0.1431,0.2574,3,ARM_3
0,1,ARM,Armenia,ECA,N,2015,2015,X,183.7796,1.9,206.1151,0.0186327,0.003501719,0.001160053,0.00437549,0.3235677,170.5916,0.1763798,-1,2.925553,ARM_N2015X,0.03378,0.04844,0.0577,0.06795,0.07811,0.0892,0.1015,0.1164,0.1395,0.2673,3,ARM_3
0,1,ARM,Armenia,ECA,N,2016,2016,X,183.7796,1.9,216.9864,0.01778309,0.002925139,0.0007943136,0.003505918,0.3254795,185.0733,0.1807564,-1,2.936146,ARM_N2016X,0.03265,0.04586,0.05518,0.06597,0.07897,0.09148,0.1057,0.1226,0.1487,0.2528,3,ARM_3
0,1,ARM,Armenia,ECA,N,2017,2017,X,183.7796,1.9,211.1128,0.01352418,0.002375189,0.0006561979,0.00281572,0.3362184,167.2745,0.1908065,-1,2.944809,ARM_N2017X,0.03497,0.04882,0.05771,0.06592,0.07461,0.0845,0.09611,0.1133,0.1403,0.2837,3,ARM_3
0,1,ARM,Armenia,ECA,N,2018,2018,X,183.7796,1.9,211.0604,0.02081727,0.003863364,0.00106812,0.004574883,0.344335,166.4533,0.2001983,-1,2.951776,ARM_N2018X,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,ARM_3
0,1,AUS,Australia,OHI,N,1981,1981,Y,1.526641,1.9,1043.137,0.01000117,0.004846587,0.003295617,0.009070775,0.3132531,875.6871,0.1856566,-1,14.927,AUS_N1981Y,0.02776,0.04894,0.05986,0.06916,0.07834,0.09062,0.1065,0.1272,0.1584,0.2333,3,AUS_3
0,1,AUS,Australia,OHI,N,1985,1985,Y,1.526641,1.9,1077.87,0.0100131,0.005753896,0.004136585,0.01274347,0.3249769,889.9541,0.2018399,-1,15.758,AUS_N1985Y,0.02712,0.0476,0.05875,0.06729,0.07685,0.0894,0.104,0.1265,0.1596,0.2429,3,AUS_3
0,1,AUS,Australia,OHI,N,1989,1989,Y,1.526641,1.9,1107.754,0.006760105,0.004458745,0.003389436,0.01018568,0.33153,912.8876,0.2065661,-1,16.8144,AUS_N1989Y,0.02631,0.04633,0.05718,0.06652,0.07652,0.08969,0.1055,0.1262,0.1589,0.247,3,AUS_3
0,1,AUS,Australia,OHI,N,1995,1995,Y,1.526641,1.9,1020.029,0.01002972,0.006048289,0.005265242,0.003881509,0.3258138,839.9084,0.2065597,-1,18.072,AUS_N1995Y,0.02846,0.04719,0.0578,0.067,0.07708,0.0895,0.1044,0.1247,0.1576,0.2463,3,AUS_3
0,1,AUS,Australia,OHI,N,2001,2001,Y,1.526641,1.9,1175.202,0.006829969,0.005911059,0.005275224,0.003512362,0.3346417,953.8409,0.2172699,-1,19.413,AUS_N2001Y,0.0274,0.04641,0.05617,0.06517,0.07552,0.08897,0.1045,0.1268,0.1582,0.2509,3,AUS_3
0,1,AUS,Australia,OHI,N,2003,2003,Y,1.526641,1.9,1211.952,0.009973307,0.00754836,0.006609751,0.01920119,0.3350052,989.7919,0.2299258,-1,19.8954,AUS_N2003Y,0.02719,0.04649,0.05602,0.0653,0.07596,0.08863,0.1049,0.1265,0.1582,0.2508,3,AUS_3
0,1,AUS,Australia,OHI,N,2004,2004,Y,1.526641,1.9,1319.074,0.004992759,0.004454852,0.004027876,0.017584,0.3305741,1083.729,0.2078066,-1,20.1274,AUS_N2004Y,0.03007,0.04707,0.05651,0.06557,0.07605,0.0882,0.1036,0.1242,0.1556,0.2532,3,AUS_3
0,1,AUS,Australia,OHI,N,2008,2008,Y,1.526641,1.9,1667.808,0.003612324,0.00308421,0.002633305,0.006945756,0.3542851,1312.811,0.2247777,-1,21.2492,AUS_N2008Y,0.028,0.04427,0.05341,0.06265,0.07352,0.0857,0.1021,0.1228,0.1533,0.2742,3,AUS_3
0,1,AUS,Australia,OHI,N,2010,2010,Y,1.526641,1.9,1661.805,0.003491684,0.00295475,0.002500382,0.006537352,0.3465673,1333.276,0.2163455,-1,22.03175,AUS_N2010Y,0.02749,0.04523,0.05477,0.06344,0.0741,0.08707,0.1031,0.1243,0.1559,0.2646,3,AUS_3
0,1,AUS,Australia,OHI,N,2014,2014,Y,1.526641,1.9,1776.512,0.004984838,0.003732115,0.003091397,0.0171294,0.3439943,1422.331,0.2269756,-1,23.475686,AUS_N2014Y,0.02844,0.04599,0.05614,0.06554,0.07467,0.08655,0.1012,0.12,0.1516,0.2698,3,AUS_3
0,1,AUT,Austria,OHI,N,1987,1987,Y,0.8475838,1.9,1308.722,0,0,0,0,0.2304449,1204.873,0.08815041,-1,7.574586,AUT_N1987Y,0.04405,0.05975,0.06962,0.07872,0.08777,0.09753,0.108,0.1215,0.1402,0.1929,3,AUT_3
0,1,AUT,Austria,OHI,N,1994,1994,Y,0.8475838,1.9,1430.712,0.002483992,0.002394212,0.002307678,0.008247507,0.3132234,1210.487,0.1833061,-1,7.936118,AUT_N1994Y,0.03031,0.04963,0.06007,0.06952,0.07906,0.09064,0.1047,0.1217,0.1485,0.2459,3,AUT_3
0,1,AUT,Austria,OHI,N,1995,1995,Y,0.8475838,1.9,1219.779,0.009940315,0.00950515,0.009145081,0.004430414,0.3105927,1088.231,0.2381916,-1,7.948278,AUT_N1995Y,0.02293,0.04662,0.05984,0.07184,0.08318,0.09604,0.1107,0.1296,0.1551,0.2241,3,AUT_3
0,1,AUT,Austria,OHI,N,1997,1997,Y,0.8475838,1.9,1369.432,0.002090776,0.001850771,0.001638317,0.004525761,0.3022985,1182.874,0.1661892,-1,7.968041,AUT_N1997Y,0.03127,0.05006,0.06114,0.07075,0.08015,0.09265,0.106,0.1236,0.15,0.2344,3,AUT_3
0,1,AUT,Austria,OHI,N,2000,2000,Y,0.8475838,1.9,1452.282,0.002416088,6.762911e-06,1.893018e-08,6.772394e-06,0.2883711,1265.831,0.1445856,-1,8.011566,AUT_N2000Y,0.03394,0.05246,0.06235,0.07191,0.08197,0.09315,0.1065,0.123,0.1476,0.2271,3,AUT_3
0,1,AUT,Austria,OHI,N,2003,2003,Y,0.8475838,1.9,1490.391,0.003322033,0.002643132,0.002224251,0.008214833,0.2946608,1292.329,0.1621383,-1,8.121423,AUT_N2003Y,0.03301,0.0517,0.0622,0.07221,0.08162,0.09218,0.1053,0.1213,0.1458,0.2347,3,AUT_3
0,1,AUT,Austria,OHI,N,2004,2004,Y,0.8475838,1.9,1572.827,0.0008165289,0.0006684858,0.000613452,0.002133284,0.2978899,1355.833,0.1540466,-1,8.171966,AUT_N2004Y,0.03426,0.05121,0.0615,0.07092,0.08101,0.09124,0.1039,0.1207,0.1468,0.2384,3,AUT_3
0,1,AUT,Austria,OHI,N,2005,2005,Y,0.8475838,1.9,1503.211,0.001536901,0.001023871,0.0008477464,0.002980846,0.2871543,1314.52,0.1449956,-1,8.227829,AUT_N2005Y,0.03492,0.05267,0.06289,0.07152,0.08189,0.09286,0.1054,0.1224,0.1469,0.2285,3,AUT_3
0,1,AUT,Austria,OHI,N,2006,2006,Y,0.8475838,1.9,1538.908,0.0009011001,0.0004607174,0.0002777757,0.0008162899,0.2958758,1320.474,0.1523936,-1,8.268641,AUT_N2006Y,0.03409,0.05185,0.06233,0.07103,0.0804,0.09156,0.1045,0.1213,0.1458,0.2371,3,AUT_3
0,1,AUT,Austria,OHI,N,2007,2007,Y,0.8475838,1.9,1602.79,0.003722917,0.002773066,0.002372658,0.006769221,0.3058,1380.06,0.1753469,-1,8.295487,AUT_N2007Y,0.03051,0.04928,0.06055,0.07091,0.08083,0.09244,0.1063,0.1223,0.1484,0.2385,3,AUT_3
0,1,AUT,Austria,OHI,N,2008,2008,Y,0.8475838,1.9,1629.595,0.00471167,0.002344592,0.001665633,0.004505355,0.3043739,1427.565,0.1748261,-1,8.321496,AUT_N2008Y,0.03007,0.04983,0.06161,0.07138,0.08185,0.09325,0.1056,0.1203,0.145,0.2411,3,AUT_3
0,1,AUT,Austria,OHI,N,2009,2009,Y,0.8475838,1.9,1687.528,0.006562347,0.004654339,0.004073946,0.01734438,0.3149623,1458.459,0.2007922,-1,8.343323,AUT_N2009Y,0.02823,0.04845,0.05992,0.07039,0.08087,0.09262,0.1054,0.1207,0.1466,0.2468,3,AUT_3
