A,B,C,svy,year,mean,ppp,type
0.78480101303827,0.962664866913598,0.545215165846495,ARG_2,1980,796.8967,2.768382,Beta
0.93301042580165,-0.846575123737502,0.163255705197691,ARG_2,1986,863.0112,2.768382,GQ
0.783736870829246,0.956374197036424,0.505578097153446,ARG_2,1986,863.0112,2.768382,Beta
0.921159351934657,-0.703114202046458,0.15373564929891,ARG_2,1987,788.8666,2.768382,GQ
0.81637004358695,0.964974480648432,0.484900837376358,ARG_2,1987,788.8666,2.768382,Beta
0.790203164319534,-0.513305420107318,0.220788497806419,ARG_2,1991,559.907,2.768382,GQ
0.80209241213767,0.969314743936763,0.436833177234581,ARG_2,1991,559.907,2.768382,Beta
0.91959059446553,-0.550330563760408,0.194582163323732,ARG_2,1992,564.6129,2.768382,GQ
0.85614454531945,0.981376064659742,0.518210112851134,ARG_2,1992,564.6129,2.768382,Beta
0.989315004556082,-0.692493957989149,0.145104307792186,ARG_2,1993,566.0145,2.768382,GQ
0.854286840612084,0.975625786734873,0.532102107663293,ARG_2,1993,566.0145,2.768382,Beta
0.950779866817676,-0.628379150294518,0.1503693555665,ARG_2,1994,558.6381,2.768382,GQ
0.854025863880354,0.975229355512545,0.509779116349303,ARG_2,1994,558.6381,2.768382,Beta
0.930771551427863,-0.438297756332421,0.134383797583251,ARG_2,1995,530.8553,2.768382,GQ
0.900861291032482,0.984328456506364,0.495223830112161,ARG_2,1995,530.8553,2.768382,Beta
0.979882693733014,-0.352909211232563,0.121899717918598,ARG_2,1996,520.0662,2.768382,GQ
0.913641538911644,0.984527774826828,0.496280118773246,ARG_2,1996,520.0662,2.768382,Beta
1.0087020549617,-0.302353282909611,0.13299744574797,ARG_2,1997,544.8122,2.768382,GQ
0.941881728589328,0.998150460075506,0.524551684333846,ARG_2,1997,544.8122,2.768382,Beta
0.970107042723355,-0.120876398157682,0.149179079292937,ARG_2,1998,529.1501,2.768382,GQ
0.939970584382587,0.997501426454896,0.492422440665399,ARG_2,1998,529.1501,2.768382,Beta
0.996670182882657,-0.239765131695195,0.135481086181982,ARG_2,1999,504.4869,2.768382,GQ
0.937008775133654,0.995674727006801,0.508030119227628,ARG_2,1999,504.4869,2.768382,Beta
1.04460494721163,-0.0171826744883039,0.132429435336467,ARG_2,2000,493.4414,2.768382,GQ
0.975812175315304,1.00691918717952,0.515655447109511,ARG_2,2000,493.4414,2.768382,Beta
1.08429597659431,0.117330903069899,0.0775252590027334,ARG_2,2001,454.2571,2.768382,GQ
1.02171015624675,1.01556459003906,0.511910042056798,ARG_2,2001,454.2571,2.768382,Beta
1.00542111491362,0.169079408578654,0.110596907736226,ARG_2,2002,319.208,2.768382,GQ
1.00091114780353,1.01480534381337,0.485546462078362,ARG_2,2002,319.208,2.768382,Beta
1.04473303728789,-0.0280318169270984,0.127579427134649,ARG_2,2003,449.362,2.768382,GQ
0.96067237249299,1.00412774755429,0.499879513905636,ARG_2,2003,449.362,2.768382,Beta
1.09776132474517,-0.262599345229231,0.125201143625856,ARG_2,2004,485.1607,2.768382,GQ
0.953110400971274,1.00535385074608,0.54082786719833,ARG_2,2004,485.1607,2.768382,Beta
1.07193587847517,-0.38897493343111,0.120489479073098,ARG_2,2005,533.4941,2.768382,GQ
0.930858878959796,0.998552067144164,0.535127900887054,ARG_2,2005,533.4941,2.768382,Beta
1.09765130796411,-0.593409787656962,0.0901781093309731,ARG_2,2006,591.6978,2.768382,GQ
0.91090031873238,0.9892021491785,0.545288721387207,ARG_2,2006,591.6978,2.768382,Beta
1.0882656298269,-0.545471722976142,0.11056991797382,ARG_2,2007,610.168,2.768382,GQ
0.904073710910696,0.989253516038163,0.540919129128798,ARG_2,2007,610.168,2.768382,Beta
1.1159618682292,-0.662056742230416,0.102741733755922,ARG_2,2008,626.3756,2.768382,GQ
0.896179236105203,0.98591099474128,0.561498004390722,ARG_2,2008,626.3756,2.768382,Beta
1.15106210333917,-0.763891735689471,0.0923549993453686,ARG_2,2009,649.1746,2.768382,GQ
0.897031942349818,0.986703341078862,0.58715067216215,ARG_2,2009,649.1746,2.768382,Beta
1.10772865225059,-0.772925240640646,0.0936969121281787,ARG_2,2010,667.7832,2.768382,GQ
0.888062860173862,0.984755032488325,0.571452297961059,ARG_2,2010,667.7832,2.768382,Beta
1.06900437039044,-0.735633838188466,0.164423857536806,ARG_2,2011,717.1944,2.768382,GQ
0.863350604341905,0.989079246758249,0.580044170861423,ARG_2,2011,717.1944,2.768382,Beta
1.11014477551455,-0.82572376184794,0.161416605506213,ARG_2,2012,711.0106,2.768382,GQ
0.848136653267313,0.983305719404266,0.598272765200925,ARG_2,2012,711.0106,2.768382,Beta
1.12225566774862,-0.866747190713423,0.15403978868519,ARG_2,2013,713.7309,2.768382,GQ
0.848389592625542,0.984477527444639,0.606519317247274,ARG_2,2013,713.7309,2.768382,Beta
1.10051292219943,-0.701710897271776,0.199150912913515,ARG_2,2014,668.6106,2.768382,GQ
0.853740541216006,0.989389981387277,0.593271846648459,ARG_2,2014,668.6106,2.768382,Beta
1.08423839727303,-0.771230948783702,0.168740577764284,ARG_2,2016,701.3488,2.768382,GQ
0.854830278397096,0.987415224670952,0.58801892026483,ARG_2,2016,701.3488,2.768382,Beta
1.09185304585288,-0.845951996926001,0.163529832137786,ARG_2,2017,732.4465,2.768382,GQ
0.844836865390066,0.984102992475457,0.598065650190863,ARG_2,2017,732.4465,2.768382,Beta
0.764374497393964,-0.593425016669332,0.260592369757574,ARM_3,1996,162.4389,183.7796,GQ
0.759642889793562,0.965319264371383,0.43473537402317,ARM_3,1996,162.4389,183.7796,Beta
0.777543807715341,-1.1305635424465,0.234156156448301,ARM_3,1999,122.4167,183.7796,GQ
0.634120273528854,0.941943503683327,0.47311033482683,ARM_3,1999,122.4167,183.7796,Beta
0.774415090013721,-1.15786527032324,0.23749007640068,ARM_3,2001,116.3193,183.7796,GQ
0.643529124817584,0.953749337658328,0.502808065899399,ARM_3,2001,116.3193,183.7796,Beta
0.753456820253354,-1.17303374436368,0.245677525085545,ARM_3,2002,122.0151,183.7796,GQ
0.611152520527527,0.941618219304207,0.477427451169953,ARM_3,2002,122.0151,183.7796,Beta
0.749345303332123,-1.26734435600914,0.232356061518029,ARM_3,2003,125.4052,183.7796,GQ
0.559476916469276,0.9296667133254,0.449712853936199,ARM_3,2003,125.4052,183.7796,Beta
0.711397046442399,-1.1033508667132,0.233238882325497,ARM_3,2004,155.4804,183.7796,GQ
0.612864465190249,0.930072166208314,0.416895419193098,ARM_3,2004,155.4804,183.7796,Beta
0.704526023498458,-1.14477666026843,0.243990688237285,ARM_3,2005,171.3197,183.7796,GQ
0.588581459936542,0.928031904285201,0.418955075523441,ARM_3,2005,171.3197,183.7796,Beta
0.87761065231138,-1.43564276200765,0.195888745449205,ARM_3,2006,165.3654,183.7796,GQ
0.555797149867746,0.924763852708919,0.548258031790703,ARM_3,2006,165.3654,183.7796,Beta
0.879033855985425,-1.35252861711647,0.214226791444715,ARM_3,2007,184.2015,183.7796,GQ
0.605731152064822,0.944282705272274,0.570734170395251,ARM_3,2007,184.2015,183.7796,Beta
0.883069866507868,-1.37124019331515,0.251194021566194,ARM_3,2008,188.2736,183.7796,GQ
0.568640663527432,0.938057418387506,0.580191979337803,ARM_3,2008,188.2736,183.7796,Beta
0.889486305325466,-1.42603125676138,0.241828977803936,ARM_3,2009,167.3352,183.7796,GQ
0.553702395448333,0.937185414275669,0.594913194189268,ARM_3,2009,167.3352,183.7796,Beta
0.830675624615564,-1.3808279381488,0.223564435298902,ARM_3,2010,170.8403,183.7796,GQ
0.549856647430598,0.932043139061729,0.523667313210491,ARM_3,2010,170.8403,183.7796,Beta
0.876533495973262,-1.41104308545117,0.219984341806442,ARM_3,2011,174.3994,183.7796,GQ
0.556927543745446,0.930776771562616,0.558241984329689,ARM_3,2011,174.3994,183.7796,Beta
0.874615726099129,-1.45937070595925,0.18245185213015,ARM_3,2012,180.6668,183.7796,GQ
0.544919715655857,0.922370258836036,0.533554896299364,ARM_3,2012,180.6668,183.7796,Beta
0.88778049799679,-1.39827971825086,0.201596040035367,ARM_3,2013,187.4612,183.7796,GQ
0.570941027594411,0.923118408283308,0.54815796824163,ARM_3,2013,187.4612,183.7796,Beta
0.874816314878552,-1.41369322711999,0.172957656413411,ARM_3,2014,192.2681,183.7796,GQ
0.572472729285733,0.923341302240995,0.520864861170641,ARM_3,2014,192.2681,183.7796,Beta
0.867909195298232,-1.43945073829763,0.141323141764475,ARM_3,2015,206.1151,183.7796,GQ
0.569539568549365,0.915366036648634,0.494198203613344,ARM_3,2015,206.1151,183.7796,Beta
0.951337241032732,-1.39611323435053,0.159386942903096,ARM_3,2016,216.9864,183.7796,GQ
0.607443466937236,0.929650242507557,0.542423129685441,ARM_3,2016,216.9864,183.7796,Beta
0.769823024000306,-1.28271794746779,0.211365766140489,ARM_3,2017,211.1128,183.7796,GQ
0.561855635278741,0.919037375482453,0.443693955922551,ARM_3,2017,211.1128,183.7796,Beta
1.02909080010921,-1.40942743552702,0.177891903125064,AUS_3,1981,1043.137,1.526641,GQ
0.643929366555269,0.925666647214655,0.643578562214517,AUS_3,1981,1043.137,1.526641,Beta
0.994123639090095,-1.34590105009969,0.1853055452432,AUS_3,1985,1077.87,1.526641,GQ
0.653943696386969,0.928696256267829,0.619682203896066,AUS_3,1985,1077.87,1.526641,Beta
1.00961972128161,-1.32563320094014,0.180838462876005,AUS_3,1989,1107.754,1.526641,GQ
0.659412623340562,0.926650407537901,0.609282055144614,AUS_3,1989,1107.754,1.526641,Beta
0.978628444712444,-1.32221631099896,0.198223578156214,AUS_3,1995,1020.029,1.526641,GQ
0.64604740543973,0.929819864770263,0.603750897439214,AUS_3,1995,1020.029,1.526641,Beta
0.985576958712961,-1.23716616836661,0.222305543666915,AUS_3,2001,1175.202,1.526641,GQ
0.667153060330284,0.938306661006647,0.603076596989026,AUS_3,2001,1175.202,1.526641,Beta
0.986770380814838,-1.25587953370737,0.21134480406227,AUS_3,2003,1211.952,1.526641,GQ
0.662593260494834,0.933276693836546,0.598887027859646,AUS_3,2003,1211.952,1.526641,Beta
0.931388876419508,-1.23626868512159,0.234920844800106,AUS_3,2004,1320.546,1.526641,GQ
0.642846991290664,0.93706485563926,0.576653065129728,AUS_3,2004,1320.546,1.526641,Beta
0.897944662678831,-1.15694271910096,0.222524940507505,AUS_3,2008,1667.808,1.526641,GQ
0.65862746574339,0.937352698385539,0.533783293680939,AUS_3,2008,1667.808,1.526641,Beta
0.9323231314395,-1.18259025048818,0.224440190602868,AUS_3,2010,1661.805,1.526641,GQ
0.663262869031083,0.937335817899883,0.562523835499166,AUS_3,2010,1661.805,1.526641,Beta
0.918161323590937,-1.33900544232901,0.123051363707153,AUS_3,2014,1765.876,1.526641,GQ
0.627802081416922,0.895454334982755,0.505115801287758,AUS_3,2014,1765.876,1.526641,Beta
0.960324814176079,-1.54933946313241,0.131534942727728,AUT_3,2003,1490.391,0.8475838,GQ
0.547494599918099,0.887298669723883,0.568917393373144,AUT_3,2003,1490.391,0.8475838,Beta
0.933378979773778,-1.49053744749426,0.161315208531123,AUT_3,2004,1572.827,0.8475838,GQ
0.558043897254702,0.903648997741508,0.564709257959277,AUT_3,2004,1572.827,0.8475838,Beta
0.962703422381646,-1.51565408127789,0.170579391712086,AUT_3,2005,1503.211,0.8475838,GQ
0.555503060086177,0.904863245683921,0.596523591864675,AUT_3,2005,1503.211,0.8475838,Beta
0.936649943340971,-1.50100711206641,0.15926746130485,AUT_3,2006,1538.908,0.8475838,GQ
0.550941582592007,0.897477101072535,0.563574552182114,AUT_3,2006,1538.908,0.8475838,Beta
0.987476295189301,-1.52219086619054,0.126934405064524,AUT_3,2007,1602.79,0.8475838,GQ
0.580966682057873,0.896509102682914,0.584297004317372,AUT_3,2007,1602.79,0.8475838,Beta
0.976845277047146,-1.58250996657964,0.0916689545392036,AUT_3,2008,1629.595,0.8475838,GQ
0.551555111701258,0.871932626181014,0.554564109910519,AUT_3,2008,1629.595,0.8475838,Beta
0.980099987494417,-1.55527028498711,0.0881976684270824,AUT_3,2009,1687.528,0.8475838,GQ
0.568483257391607,0.873230989151764,0.5497303615176,AUT_3,2009,1687.528,0.8475838,Beta
0.994821956102926,-1.54096292929306,0.122552470382995,AUT_3,2010,1704.589,0.8475838,GQ
0.574764829919338,0.893039554819804,0.586933430458477,AUT_3,2010,1704.589,0.8475838,Beta
1.00814492628325,-1.52494009252236,0.121570621925748,AUT_3,2011,1672.624,0.8475838,GQ
0.586210130459562,0.891418492812834,0.590422555188219,AUT_3,2011,1672.624,0.8475838,Beta
1.01574749081292,-1.57120614836261,0.0996938716949385,AUT_3,2012,1634.387,0.8475838,GQ
0.575399437683176,0.879697432341374,0.59078786172117,AUT_3,2012,1634.387,0.8475838,Beta
0.959589524891257,-1.51675932258386,0.126482805896369,AUT_3,2013,1714.464,0.8475838,GQ
0.564113853857459,0.888179836803493,0.555807317448165,AUT_3,2013,1714.464,0.8475838,Beta
0.9769205516752,-1.55329545141437,0.108441195636549,AUT_3,2014,1688.033,0.8475838,GQ
0.563485481245397,0.885821013187166,0.563092501982596,AUT_3,2014,1688.033,0.8475838,Beta
1.00172483273442,-1.58739873496302,0.0884659279962595,AUT_3,2015,1681.708,0.8475838,GQ
0.560656925073261,0.873761650640553,0.56745264361978,AUT_3,2015,1681.708,0.8475838,Beta
0.942960061235433,-1.30155058931781,0.162341037445278,AZE_3,1995,171.5579,0.3294187,GQ
0.671794502609475,0.937951988115755,0.574831241634752,AZE_3,1995,171.5579,0.3294187,Beta
0.775780849919363,-1.05019283155174,0.265711372700916,AZE_3,2001,209.4491,0.3294187,GQ
0.669019950879614,0.962330344351912,0.505022737763815,AZE_3,2001,209.4491,0.3294187,Beta
0.779350324259606,-1.49788449935571,0.226791996764005,AZE_3,2002,264.3415,0.3294187,GQ
0.447126613993488,0.917374627621692,0.49953209801248,AZE_3,2002,264.3415,0.3294187,Beta
0.812406761617735,-1.47591516240675,0.220132692199994,AZE_3,2003,275.3954,0.3294187,GQ
0.488636236586081,0.924713894085052,0.522034839053454,AZE_3,2003,275.3954,0.3294187,Beta
0.742147279374554,-1.42497623274363,0.252796189263941,AZE_3,2004,283.406,0.3294187,GQ
0.465623752827439,0.934357935183453,0.476794757101976,AZE_3,2004,283.406,0.3294187,Beta
0.718694591472417,-1.36423435524819,0.297608550503367,AZE_3,2005,315.138,0.3294187,GQ
0.473985030835641,0.943647747664125,0.490751920888516,AZE_3,2005,315.138,0.3294187,Beta
0.935057152358536,-1.63062825204225,0.140256670338546,BGD_3,1983.5,80.80411,24.84915,GQ
0.495187239425304,0.897474748879323,0.586620908173867,BGD_3,1983.5,80.80411,24.84915,Beta
0.832948023997328,-1.4816775036073,0.216994478703917,BGD_3,1985.5,89.07626,24.84915,GQ
0.499137429306875,0.924608755904921,0.535372916621194,BGD_3,1985.5,89.07626,24.84915,Beta
0.828495037845159,-1.42706646743546,0.216146839260743,BGD_3,1988.5,78.44119,24.84915,GQ
0.554848187336548,0.946294717944058,0.549226164850798,BGD_3,1988.5,78.44119,24.84915,Beta
0.87468174252105,-1.49809986339402,0.19742503279699,BGD_3,1991.5,71.46176,24.84915,GQ
0.523552849018618,0.925674435635847,0.562369268224189,BGD_3,1991.5,71.46176,24.84915,Beta
0.709325058424303,-1.16677194049508,0.29144225936885,BGD_3,1995.5,86.76018,24.84915,GQ
0.579537141062271,0.948372325534566,0.474327350553658,BGD_3,1995.5,86.76018,24.84915,Beta
0.701780966411858,-1.04177143120054,0.34990442601757,BGD_3,2000,89.5943,24.84915,GQ
0.611421250855356,0.965556666000898,0.501172159067244,BGD_3,2000,89.5943,24.84915,Beta
0.689425923598094,-1.04483559274942,0.354387909624421,BGD_3,2005,100.0051,24.84915,GQ
0.605361965679718,0.968641732242232,0.495349988383982,BGD_3,2005,100.0051,24.84915,Beta
0.739027326010214,-1.15218907537098,0.315798749867904,BGD_3,2010,107.04,24.84915,GQ
0.593032877534173,0.961249075093356,0.511354370466981,BGD_3,2010,107.04,24.84915,Beta
0.774278371584305,-1.20205615003578,0.280052068620652,BGD_3,2016,117.3133,24.84915,GQ
0.590722200484226,0.949014371105074,0.50790572503544,BGD_3,2016,117.3133,24.84915,Beta
0.947309032339508,-1.72786715714652,0.141425876594561,BLR_3,1993,210.4563,1832.435,GQ
0.48095340966622,0.931163744259569,0.686208572168775,BLR_3,1993,210.4563,1832.435,Beta
0.998914567596967,-1.52929876547836,0.16440115072209,BLR_3,1995,314.2074,1832.435,GQ
0.562987416013184,0.902565177923021,0.610566949789351,BLR_3,1995,314.2074,1832.435,Beta
0.945593943566919,-1.37596295663288,0.182346786283607,BLR_3,1998,134.7605,1832.435,GQ
0.625836224924571,0.935847378132692,0.584119746804242,BLR_3,1998,134.7605,1832.435,Beta
1.02020854298047,-1.41455196506187,0.165964964517747,BLR_3,1999,142.9791,1832.435,GQ
0.648166684795917,0.939114653680682,0.625857750628864,BLR_3,1999,142.9791,1832.435,Beta
0.988489466138966,-1.45635922607243,0.154295926330271,BLR_3,2000,158.7128,1832.435,GQ
0.616813085745055,0.925984791825744,0.603573581221742,BLR_3,2000,158.7128,1832.435,Beta
0.95908182922744,-1.47677062563665,0.154254916579613,BLR_3,2001,197.0216,1832.435,GQ
0.592272129287187,0.919836602202725,0.586437430078043,BLR_3,2001,197.0216,1832.435,Beta
0.950220683505499,-1.48431561089485,0.154458421229349,BLR_3,2002,216.4222,1832.435,GQ
0.582739055852943,0.917778557833349,0.579627337882672,BLR_3,2002,216.4222,1832.435,Beta
0.982653964244544,-1.51901992778154,0.167493479450948,BLR_3,2003,223.3023,1832.435,GQ
0.585090686596027,0.924750225780243,0.630940325604406,BLR_3,2003,223.3023,1832.435,Beta
0.982754645909222,-1.57946166868802,0.17858730369596,BLR_3,2004,250.7826,1832.435,GQ
0.549707053762244,0.924907501323307,0.653772056029641,BLR_3,2004,250.7826,1832.435,Beta
1.00418576698042,-1.58102921383686,0.155996083710223,BLR_3,2005,308.427,1832.435,GQ
0.566457665104321,0.921570223946351,0.645989643612504,BLR_3,2005,308.427,1832.435,Beta
0.987365026397173,-1.53976852213482,0.166579777827437,BLR_3,2006,356.6201,1832.435,GQ
0.57645342220508,0.929077368723051,0.631621368173898,BLR_3,2006,356.6201,1832.435,Beta
0.939168804172539,-1.47899921296492,0.173041891903141,BLR_3,2007,409.8374,1832.435,GQ
0.575681807186449,0.922904741788724,0.588080212193532,BLR_3,2007,409.8374,1832.435,Beta
0.9736206665379,-1.55564474529623,0.164007551233904,BLR_3,2008,425.8696,1832.435,GQ
0.552213273133024,0.917469701077191,0.61282287926505,BLR_3,2008,425.8696,1832.435,Beta
0.94888165624967,-1.58302391118202,0.142856235464219,BLR_3,2009,430.1081,1832.435,GQ
0.538344669485491,0.909730497973335,0.597454020105459,BLR_3,2009,430.1081,1832.435,Beta
0.9614535297785,-1.4997545384896,0.184392731912798,BLR_3,2010,485.2324,1832.435,GQ
0.588424387610126,0.940567576890337,0.633368307868397,BLR_3,2010,485.2324,1832.435,Beta
0.977631773127584,-1.57387561923202,0.166296579178512,BLR_3,2011,497.0645,1832.435,GQ
0.550706044905072,0.923037550717304,0.630607247134792,BLR_3,2011,497.0645,1832.435,Beta
0.953460550436481,-1.59780094632198,0.157372127949275,BLR_3,2012,556.6465,1832.435,GQ
0.522601927996265,0.914086441662544,0.607569104431885,BLR_3,2012,556.6465,1832.435,Beta
0.939443031984021,-1.6017700797497,0.150723567884195,BLR_3,2013,620.5624,1832.435,GQ
0.50808286667791,0.904173677699846,0.584603728936613,BLR_3,2013,620.5624,1832.435,Beta
0.933787760423911,-1.59596423080509,0.141521913252528,BLR_3,2014,646.2722,1832.435,GQ
0.52085231142174,0.911048762913105,0.581338001826141,BLR_3,2014,646.2722,1832.435,Beta
0.960043091129138,-1.61785156708181,0.162083389261886,BLR_3,2015,578.9112,1832.435,GQ
0.517802451320415,0.915370329045833,0.632464287435432,BLR_3,2015,578.9112,1832.435,Beta
0.939555697738429,-1.62863033943175,0.154792020595139,BLR_3,2016,556.1609,1832.435,GQ
0.50246170305073,0.911224562799269,0.617751339158251,BLR_3,2016,556.1609,1832.435,Beta
0.938240143315753,-1.59315035347711,0.181542655615288,BLR_3,2017,571.1421,1832.435,GQ
0.505888474311627,0.916461922674664,0.615764285304874,BLR_3,2017,571.1421,1832.435,Beta
0.999621623020971,-1.6391560400973,0.100468789199256,BEL_3,2003,1312.197,0.879014,GQ
0.533276168522864,0.873717746363544,0.599207501926461,BEL_3,2003,1312.197,0.879014,Beta
0.901410245584595,-1.55751730383133,0.10482074524981,BEL_3,2004,1415.929,0.879014,GQ
0.515055971926731,0.868782214724792,0.488366575113432,BEL_3,2004,1415.929,0.879014,Beta
0.926333828635633,-1.57938220520716,0.112463129007567,BEL_3,2005,1414.308,0.879014,GQ
0.513048503638085,0.867562777213245,0.524096662633088,BEL_3,2005,1414.308,0.879014,Beta
0.98363360125637,-1.61738109461618,0.115820630161806,BEL_3,2006,1390.36,0.879014,GQ
0.531173943581809,0.881423156236943,0.592406052402075,BEL_3,2006,1390.36,0.879014,Beta
0.943421901855051,-1.57621214620025,0.117300341984126,BEL_3,2007,1430.765,0.879014,GQ
0.528745523503386,0.878907880136679,0.548639323012873,BEL_3,2007,1430.765,0.879014,Beta
0.969376005609946,-1.60680927796528,0.115559396879186,BEL_3,2008,1449.957,0.879014,GQ
0.525509651027365,0.877988082852784,0.573027343331641,BEL_3,2008,1449.957,0.879014,Beta
0.985141192323554,-1.63640606785385,0.0930689518276542,BEL_3,2009,1464.979,0.879014,GQ
0.523553115408815,0.8646474708076,0.572755283427585,BEL_3,2009,1464.979,0.879014,Beta
0.979701933137778,-1.64671162746328,0.0884001266105835,BEL_3,2010,1454.166,0.879014,GQ
0.518379723865341,0.863780855641075,0.569496626652328,BEL_3,2010,1454.166,0.879014,Beta
0.999679476295208,-1.65847724504108,0.0886134661121377,BEL_3,2011,1418.734,0.879014,GQ
0.525535953793641,0.870329274708082,0.589750033188311,BEL_3,2011,1418.734,0.879014,Beta
1.00598631558807,-1.67485409957099,0.0886767348059312,BEL_3,2012,1459.045,0.879014,GQ
0.518756080522807,0.867367784346779,0.599791413371987,BEL_3,2012,1459.045,0.879014,Beta
1.0224471727969,-1.66745492942938,0.0932833920972063,BEL_3,2013,1456.011,0.879014,GQ
0.532178931003123,0.874327930816377,0.614151355271892,BEL_3,2013,1456.011,0.879014,Beta
0.993806381517942,-1.6325251676481,0.105062539578348,BEL_3,2014,1473.474,0.879014,GQ
0.531564835376841,0.880684150774461,0.590892113975656,BEL_3,2014,1473.474,0.879014,Beta
1.00382008697413,-1.67238691240697,0.0853647571420945,BEL_3,2015,1490.913,0.879014,GQ
0.525744344735209,0.877331296063939,0.596543739536779,BEL_3,2015,1490.913,0.879014,Beta
0.597126930745435,-0.0460237884567473,0.136400949890808,BLZ_3,1993,341.1434,1.182611,GQ
0.838748968280708,0.952138768068769,0.266473967830968,BLZ_3,1993,341.1434,1.182611,Beta
0.536857937072711,-0.00229450551513661,0.161662038353442,BLZ_3,1994,331.6437,1.182611,GQ
0.826449915784008,0.950715811843283,0.245165833089008,BLZ_3,1994,331.6437,1.182611,Beta
0.979435815769834,0.613616513015496,0.100258991841489,BLZ_3,1995,421.053,1.182611,GQ
1.00406494135655,1.01689658335389,0.423126652379573,BLZ_3,1995,421.053,1.182611,Beta
0.655683148131652,0.0114648584991416,0.182858656599372,BLZ_3,1996,265.468,1.182611,GQ
0.846612053558232,0.961239823662585,0.320268614690034,BLZ_3,1996,265.468,1.182611,Beta
0.661066911979772,-0.0343138997478279,0.101256391373962,BLZ_3,1997,274.6829,1.182611,GQ
0.861917151549736,0.953977650238914,0.286243409976545,BLZ_3,1997,274.6829,1.182611,Beta
0.77182239665748,0.123215772661673,0.183122514023159,BLZ_3,1998,257.9097,1.182611,GQ
0.892957450577297,0.982453446731583,0.380370653650709,BLZ_3,1998,257.9097,1.182611,Beta
0.814453304732503,-0.338747167091368,0.106571105350994,BLZ_3,1999,268.5787,1.182611,GQ
0.862428425934162,0.962764824149179,0.386012258751432,BLZ_3,1999,268.5787,1.182611,Beta
0.759101763360551,-0.939207797404327,0.270739397750328,BEN_3,2003,78.67894,224.9172,GQ
0.688578149417951,0.962384471960806,0.478701569081869,BEN_3,2003,78.67894,224.9172,Beta
0.652630715422145,-0.20895756543896,0.44330187024706,BEN_3,2011.33,82.42614,224.9172,GQ
0.809476580389989,1.00639569103431,0.493803155476249,BEN_3,2011.33,82.42614,224.9172,Beta
0.923942669974936,-1.06240127018694,-0.00156302413136587,BEN_3,2015,82.60576,224.9172,GQ
0.850046083964091,0.961227360441031,0.47445025357424,BEN_3,2015,82.60576,224.9172,Beta
0.724412768034631,-0.43711064572568,0.417323277969641,BTN_3,2003,148.542,16.96291,GQ
0.777209756845346,1.00756630959339,0.509464149785784,BTN_3,2003,148.542,16.96291,Beta
0.867750850137921,-0.87176928458799,0.288444621662063,BTN_3,2007,179.6537,16.96291,GQ
0.750628186419302,0.9867708555558,0.557435162300153,BTN_3,2007,179.6537,16.96291,Beta
0.800659073482296,-0.916153908520303,0.265834815704313,BTN_3,2012,245.7721,16.96291,GQ
0.715602049230613,0.97095882352665,0.503815257120894,BTN_3,2012,245.7721,16.96291,Beta
0.929862057751819,-0.714796298726987,0.365270327124431,BTN_3,2017,267.049,16.96291,GQ
0.773743910253862,0.997033046688791,0.597874441350573,BTN_3,2017,267.049,16.96291,Beta
0.897718628839177,-0.477229531935776,0.320631073546695,BOL_3,1990.5,232.8564,2.906106,GQ
0.803569010097817,0.992012382628923,0.51955105008408,BOL_3,1990.5,232.8564,2.906106,Beta
